row_type,old_path,new_path,disposition,commit,detail,note
FILE,paper1/analysis_tools/run_paper_faithful.sh,baselines/importance_map_jscc/scripts/run_paper_faithful.sh,MOVE,2,,legacy JSCC run drivers; kept verbatim as the record of how the checkpoints were produced
FILE,paper1/analysis_tools/run_paper_faithful_figs.sh,baselines/importance_map_jscc/scripts/run_paper_faithful_figs.sh,MOVE,2,,legacy JSCC run drivers; kept verbatim as the record of how the checkpoints were produced
FILE,paper1/analysis_tools/run_separate_coding_sweep.py,baselines/importance_map_jscc/run_separate_coding_sweep.py,MOVE,2,,WCSP2023 ImportanceMapJSCC reproduction
FILE,paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,baselines/importance_map_jscc/stage1_pretrain_jscc_reconstruction_sttopk.py,MOVE,2,,WCSP2023 ImportanceMapJSCC reproduction
FILE,paper1/analysis_tools/stage2_whole_network_map_jscc.py,baselines/importance_map_jscc/stage2_whole_network_map_jscc.py,MOVE,2,,WCSP2023 ImportanceMapJSCC reproduction
FILE,paper1/code/canonical_rescore.py,projects/ca_tosg/evaluation/canonical_rescore.py,MOVE,2,,canonical-union-GT re-scorer
FILE,paper1/code/extra_experiments/README.md,projects/ca_tosg/evaluation/ablations/README.md,MOVE,2,,
FILE,paper1/code/extra_experiments/_common.py,projects/ca_tosg/evaluation/ablations/_common.py,MOVE,2,,
FILE,paper1/code/extra_experiments/a1_pareto.py,projects/ca_tosg/evaluation/ablations/a1_pareto.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a2_difficulty.py,projects/ca_tosg/evaluation/ablations/a2_difficulty.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a3_subsets.py,projects/ca_tosg/evaluation/ablations/a3_subsets.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a4_jscc_aware.py,projects/ca_tosg/evaluation/ablations/a4_jscc_aware.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a5_causality.py,projects/ca_tosg/evaluation/ablations/a5_causality.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a6_l_reliability.py,projects/ca_tosg/evaluation/ablations/a6_l_reliability.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a7_ablation.py,projects/ca_tosg/evaluation/ablations/a7_ablation.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a8_models.py,projects/ca_tosg/evaluation/ablations/a8_models.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/a9_hardening.py,projects/ca_tosg/evaluation/ablations/a9_hardening.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/c_channels.py,projects/ca_tosg/evaluation/ablations/c_channels.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/jscc_perframe/build_channel_codec_ap.py,baselines/importance_map_jscc/perframe/build_channel_codec_ap.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/build_two_regime_edge.py,baselines/importance_map_jscc/perframe/build_two_regime_edge.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py,baselines/importance_map_jscc/perframe/build_two_regime_edge_clean.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/jscc_selector_compare.py,baselines/importance_map_jscc/perframe/jscc_selector_compare.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/jscc_sweep.py,baselines/importance_map_jscc/perframe/jscc_sweep.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/kfold_two_regime_diag.py,baselines/importance_map_jscc/perframe/kfold_two_regime_diag.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/make_two_regime_figure.py,baselines/importance_map_jscc/perframe/make_two_regime_figure.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/plot_channel_codec_ap.py,baselines/importance_map_jscc/perframe/plot_channel_codec_ap.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/run_jscc_perframe.py,baselines/importance_map_jscc/perframe/run_jscc_perframe.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/score_jscc.py,baselines/importance_map_jscc/perframe/score_jscc.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/jscc_perframe/score_jscc_perframe.py,baselines/importance_map_jscc/perframe/score_jscc_perframe.py,MOVE,2,,per-frame JSCC experiments belong with the ImportanceMapJSCC baseline
FILE,paper1/code/extra_experiments/out/a2_difficulty_reliable.csv,,DELETE,2,,third byte-identical copy of results/a2_difficulty_reliable.csv (scratch output dir)
FILE,paper1/code/extra_experiments/robustness.py,projects/ca_tosg/evaluation/ablations/robustness.py,MOVE,2,,BEYOND-PLAN subdir: a1-a9 + c_channels + robustness generate results/sensitivity/ablation/
FILE,paper1/code/extra_experiments/v3_eval.py,projects/ca_tosg/evaluation/v3_eval.py,MOVE,2,,the live 200-realisation evaluator imported by every ablation
FILE,paper1/code/extract_claims.py,tests/test_result_consistency.py,MOVE,2,,PLAN tests/test_result_consistency.py (gate G4: CLAIMS.md vs main.tex)
FILE,paper1/code/gt_audit.py,projects/ca_tosg/evaluation/gt_audit.py,MOVE,2,,
FILE,paper1/code/make_dataset.py,projects/ca_tosg/datasets/opv2v.py,MOVE,2,,PLAN datasets/opv2v.py: 3-way oracle labels on the canonical v3 per-frame datasets
FILE,paper1/code/p2_dataprep/_scene_map.py,projects/ca_tosg/datasets/scene_split.py,SPLIT,2,,PLAN datasets/scene_split.py = _scene_map.py + export_scene_manifest.py concatenated (no name clash)
FILE,paper1/code/p2_dataprep/anomaly_check.py,projects/ca_tosg/evaluation/anomaly_check.py,MOVE,2,,
FILE,paper1/code/p2_dataprep/check_leakage.py,tests/test_data_leakage.py,MOVE,2,,PLAN tests/test_data_leakage.py (gate G5)
FILE,paper1/code/p2_dataprep/eval_p2_ap.py,projects/ca_tosg/evaluation/end_to_end_ap.py + tools/evaluate_ap.py,SPLIT,2,,PLAN split
FILE,paper1/code/p2_dataprep/eval_p2_deploy.py,projects/ca_tosg/evaluation/deployment.py + tools/evaluate_selector.py,SPLIT,2,,PLAN split
FILE,paper1/code/p2_dataprep/eval_p3_sensitivity.py,projects/ca_tosg/evaluation/sensitivity.py + tools/run_sensitivity.py,SPLIT,2,,PLAN split
FILE,paper1/code/p2_dataprep/eval_p3c_rician_bracket.py,projects/ca_tosg/evaluation/rician_bracket.py,MOVE,2,,sensitivity item 5c
FILE,paper1/code/p2_dataprep/eval_p4a_deploy.py,baselines/contextual_bandit/evaluate.py,MOVE,2,,PLAN baselines/contextual_bandit/
FILE,paper1/code/p2_dataprep/expand_grid_clean.py,projects/ca_tosg/datasets/grid_builder.py,MOVE,2,,PLAN datasets/grid_builder.py
FILE,paper1/code/p2_dataprep/export_scene_manifest.py,projects/ca_tosg/datasets/scene_split.py,SPLIT,2,,merged into scene_split.py; driven by tools/prepare_data.py
FILE,paper1/code/p2_dataprep/make_r10_report.py,projects/ca_tosg/evaluation/report.py,MOVE,2,,
FILE,paper1/code/p2_dataprep/r10c_diagnostic.py,projects/ca_tosg/evaluation/decision_log.py,MOVE,2,,per-frame decision log + oracle/tau accounting
FILE,paper1/code/p2_dataprep/train_p2_loso.py,projects/ca_tosg/models/selector.py + models/oracle.py + models/feature_encoder.py + tools/train_selector.py,SPLIT,2,,PLAN split. Pure relocation: RF ctor/freeze -> selector; ACTIONS/PAYLOAD/lam_labels -> oracle; EXCLUDE/cue join -> feature_encoder; main() -> tools/train_selector.py
FILE,paper1/code/p2_dataprep/train_p3_variants.py,projects/ca_tosg/evaluation/p3_variants.py,MOVE,2,,item-3 misclassification variants
FILE,paper1/code/p2_dataprep/train_p4a_bandit.py,baselines/contextual_bandit/train.py,MOVE,2,,PLAN baselines/contextual_bandit/
FILE,paper1/code/paper_style.py,projects/ca_tosg/utils/paper_style.py,MOVE,2,,"BEYOND-PLAN utils file: IEEE figure style, imported by every plot_*"
FILE,paper1/code/payload_audit.py,tests/test_payload.py + projects/ca_tosg/communication/payload.py,SPLIT,2,,PLAN tests/test_payload.py (gate G1); the payload derivation itself becomes communication/payload.py
FILE,paper1/code/plot_ap_snr.py,projects/ca_tosg/evaluation/figures/plot_ap_snr.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/plot_bler_frame.py,projects/ca_tosg/evaluation/figures/plot_bler_frame.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/plot_feature_importance.py,projects/ca_tosg/evaluation/figures/plot_feature_importance.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/plot_oracle_action_dist.py,projects/ca_tosg/evaluation/figures/plot_oracle_action_dist.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/plot_pareto_payload.py,projects/ca_tosg/evaluation/figures/plot_pareto_payload.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/plot_stacked_area.py,projects/ca_tosg/evaluation/figures/plot_stacked_area.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/recompute_canonical_f1.py,projects/ca_tosg/evaluation/canonical_f1.py,MOVE,2,,
FILE,paper1/code/recompute_policy_200seed.py,projects/ca_tosg/evaluation/policy_200seed.py,MOVE,2,,"the 200-realisation engine (P1 v3, still cited)"
FILE,paper1/code/regen_ego_only.py,,DELETE,2,,superseded by run_ego_only.py (the DATA_MANIFEST-registered generator)
FILE,paper1/code/regen_preds_with_scores.py,projects/ca_tosg/datasets/regen_preds_with_scores.py,MOVE,2,,"DATA_MANIFEST regen command for gs_rerun/{late,comp}_*.npz -- protected, must not be deleted"
FILE,paper1/code/rf_latency_benchmark.py,projects/ca_tosg/evaluation/latency.py + tools/benchmark_latency.py,SPLIT,2,,PLAN tools/benchmark_latency.py
FILE,paper1/code/run_ego_only.py,projects/ca_tosg/datasets/run_ego_only.py,MOVE,2,,DATA_MANIFEST regen command for gs_rerun/ego_*.npz -- protected
FILE,paper1/code/snr_decision_plot.py,projects/ca_tosg/evaluation/figures/snr_decision_plot.py,MOVE,2,,driven by tools/generate_figures.py
FILE,paper1/code/step4_collab_harm.py,projects/ca_tosg/evaluation/collab_harm.py,MOVE,2,,
FILE,paper1/code/step4_oracle_action_dist.py,projects/ca_tosg/evaluation/action_dist.py,MOVE,2,,
FILE,paper1/code/test_split_pipeline/01_gen_predictions.py,projects/ca_tosg/datasets/test_split/01_gen_predictions.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/02_extract_cues_and_f1.py,projects/ca_tosg/datasets/test_split/02_extract_cues_and_f1.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/03_build_test_dataset.py,projects/ca_tosg/datasets/test_split/03_build_test_dataset.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/04_eval_rf_on_test.py,projects/ca_tosg/datasets/test_split/04_eval_rf_on_test.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/05_true_e2e_ap_on_test.py,projects/ca_tosg/datasets/test_split/05_true_e2e_ap_on_test.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/README.md,projects/ca_tosg/datasets/test_split/README.md,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/extract_test_data.py,projects/ca_tosg/datasets/test_split/extract_test_data.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/test_split_pipeline/run_all.py,projects/ca_tosg/datasets/test_split/run_all.py,MOVE,2,,"BEYOND-PLAN subdir: produces dataset_test.csv, which IS the P2 cue source -- an input producer, not dead"
FILE,paper1/code/train_rf.py,projects/ca_tosg/models/train_rf_v3.py,KEEP-UNTIL-P5,2,,"P1-v3 selector trainer, superseded by the P2 frozen walk but still the generator of the v3 numbers cited in the P1 tables"
FILE,paper1/code/true_e2e_ap_inference.py,projects/ca_tosg/evaluation/true_e2e_inference.py,MOVE,2,,
FILE,paper1/code/true_e2e_global.py,projects/ca_tosg/evaluation/true_e2e_global.py,MOVE,2,,global-sort true-e2e AP scorer
FILE,paper1/code/v3_eval.py,,DELETE,2,,stale duplicate of code/extra_experiments/v3_eval.py (older: no OFDM concat); every importer resolves to the extra_experiments copy via sys.path
FILE,paper1/code/verify_c256_dominance.py,projects/ca_tosg/evaluation/verifiers/verify_c256_dominance.py,MOVE,2,,"one-shot claim verifiers; outputs are cited, so they move rather than die"
FILE,paper1/code/verify_frontier_payload_invariance.py,projects/ca_tosg/evaluation/verifiers/verify_frontier_payload_invariance.py,MOVE,2,,"one-shot claim verifiers; outputs are cited, so they move rather than die"
FILE,paper1/code/verify_gamma_mechanism.py,projects/ca_tosg/evaluation/verifiers/verify_gamma_mechanism.py,MOVE,2,,"one-shot claim verifiers; outputs are cited, so they move rather than die"
FILE,paper1/code/verify_harm_stratum_structural.py,projects/ca_tosg/evaluation/verifiers/verify_harm_stratum_structural.py,MOVE,2,,"one-shot claim verifiers; outputs are cited, so they move rather than die"
FILE,paper1/code/verify_paragraph_insert.py,tests/test_paragraph_insert.py,MOVE,2,,BEYOND-PLAN 6th test file (gate G2); distinct fixture set from test_result_consistency.py
FILE,paper1/code/where2comm_compare.py,baselines/where2comm/compare.py,MOVE,2,,
FILE,paper1/env_setup/requirements_no_torch_spconv.txt,requirements-no-torch-spconv.txt,MOVE,2,,analysis-only install (no torch/spconv)
FILE,paper1/env_setup/requirements_py310_safe.txt,requirements.txt,MOVE,2,,
FILE,paper1/opencood_modifications/README.md,docs/opencood_modifications.md,MOVE,2,,BEYOND-PLAN: 8th docs file; linked from docs/installation.md (the #self+ edit list)
FILE,paper1/paper/DRAW_OVERVIEW_FIGURE.md,figs/DRAW_OVERVIEW_FIGURE.md,MOVE,2,,"the SVG source lives in figs/, so its drawing instructions do too"
FILE,paper1/paper/README.md,paper/README.md,MOVE,2,,
FILE,paper1/paper/figures/README.md,paper/figures/README.md,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/ca_tosg_method_overview.pdf,paper/figures/ca_tosg_method_overview.pdf,MOVE,2,,export of figs/ca_tosg_overview.svg (marked in figs/README.md)
FILE,paper1/paper/figures/ca_tosg_method_overview.svg,figs/ca_tosg_overview.svg,MOVE,2,,PLAN: figs/ca_tosg_overview.svg -- THE SOURCE; paper/figures/*.pdf is its export
FILE,paper1/paper/figures/ca_tosg_method_overview_ORIG.pdf,,DELETE,2,,superseded pre-redraw original; recoverable from tag pre-bevformer-style-restructure
FILE,paper1/paper/figures/fig_ap50_awgn.pdf,paper/figures/fig_ap50_awgn.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_ap50_awgn.svg,figs/results/fig_ap50_awgn.svg,MOVE,2,,SVG source of the AP@0.5 panels
FILE,paper1/paper/figures/fig_ap50_rayleigh.pdf,paper/figures/fig_ap50_rayleigh.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_ap50_rayleigh.svg,figs/results/fig_ap50_rayleigh.svg,MOVE,2,,SVG source of the AP@0.5 panels
FILE,paper1/paper/figures/fig_ap70_awgn.svg,,DELETE,2,,AP@0.7 panels are not \includegraphics-ed by main.tex (checked: 13 includes)
FILE,paper1/paper/figures/fig_ap70_rayleigh.svg,,DELETE,2,,AP@0.7 panels are not \includegraphics-ed by main.tex (checked: 13 includes)
FILE,paper1/paper/figures/fig_channel_bler_frame.pdf,paper/figures/fig_channel_bler_frame.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_channel_bler_frame.png,figs/results/fig_channel_bler_frame.png,MOVE,2,,PLAN figs/results/: the README display assets
FILE,paper1/paper/figures/fig_decisions_awgn.pdf,paper/figures/fig_decisions_awgn.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_decisions_rayleigh.pdf,paper/figures/fig_decisions_rayleigh.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_difficulty.pdf,paper/figures/fig_difficulty.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_feature_importance.pdf,paper/figures/fig_feature_importance.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_pareto_culver.pdf,,DELETE,2,,not included by main.tex (only fig_pareto_test.pdf is)
FILE,paper1/paper/figures/fig_pareto_test.pdf,paper/figures/fig_pareto_test.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_pareto_test.png,figs/results/fig_pareto_test.png,MOVE,2,,PLAN figs/results/: the README display assets
FILE,paper1/paper/figures/fig_pareto_validate.pdf,,DELETE,2,,not included by main.tex (only fig_pareto_test.pdf is)
FILE,paper1/paper/figures/fig_payload_awgn.pdf,paper/figures/fig_payload_awgn.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_payload_awgn.png,figs/results/fig_payload_awgn.png,MOVE,2,,PLAN figs/results/: the README display assets
FILE,paper1/paper/figures/fig_qualitative_bev.pdf,paper/figures/fig_qualitative_bev.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_stacked_area.pdf,paper/figures/fig_stacked_area.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/figures/fig_two_regime.pdf,paper/figures/fig_two_regime.pdf,MOVE,2,,included by main.tex
FILE,paper1/paper/main.tex,paper/main.tex,MOVE,2,,
FILE,paper1/paper/refs.bib,paper/refs.bib,MOVE,2,,
FILE,paper1/results/DATA_MANIFEST.md,docs/data_manifest.md,MOVE,2,,GPU-cache delete-protection list; a delete list must not be able to delete its own guard
FILE,paper1/results/INVARIANCE_NOTE.md,docs/invariance_note.md,MOVE,2,,
FILE,paper1/results/PARAGRAPH_DRAFTS.md,paper/paragraph_drafts.md,MOVE,2,,input to tests/test_paragraph_insert.py; lives beside main.tex
FILE,paper1/results/STALE_FINGERPRINTS.md,tests/stale_fingerprints.md,MOVE,2,,"gate fixture (block-exit grep), not a result"
FILE,paper1/results/a2_difficulty.csv,,DELETE,2,,byte-identical duplicate of results/ablation/a2_difficulty.csv
FILE,paper1/results/a2_difficulty_reliable.csv,,DELETE,2,,byte-identical duplicate of results/ablation/a2_difficulty_reliable.csv
FILE,paper1/results/ablation/a2_difficulty.csv,results/sensitivity/ablation/a2_difficulty.csv,MOVE,2,,
FILE,paper1/results/ablation/a2_difficulty_reliable.csv,results/sensitivity/ablation/a2_difficulty_reliable.csv,MOVE,2,,
FILE,paper1/results/ablation/a7_ablation.csv,results/sensitivity/ablation/a7_ablation.csv,MOVE,2,,
FILE,paper1/results/ablation/a7_cue_value.csv,results/sensitivity/ablation/a7_cue_value.csv,MOVE,2,,
FILE,paper1/results/ablation/a8_models.csv,results/sensitivity/ablation/a8_models.csv,MOVE,2,,
FILE,paper1/results/ablation/robustness_aging.csv,results/sensitivity/ablation/robustness_aging.csv,MOVE,2,,
FILE,paper1/results/ablation/robustness_csi_noise.csv,results/sensitivity/ablation/robustness_csi_noise.csv,MOVE,2,,
FILE,paper1/results/ablation/robustness_staleness.csv,results/sensitivity/ablation/robustness_staleness.csv,MOVE,2,,
FILE,paper1/results/bler_sionna/PROVENANCE.txt,results/provenance/PROVENANCE_bler.txt,MOVE,2,,basename disambiguated: two PROVENANCE.txt collided in results/provenance/
FILE,paper1/results/bler_sionna/PROVENANCE_ofdm.txt,results/provenance/PROVENANCE_ofdm.txt,MOVE,2,,
FILE,paper1/results/bler_sionna/PROVENANCE_rician.txt,results/provenance/PROVENANCE_rician.txt,MOVE,2,,
FILE,paper1/results/bler_sionna/bler_old_vs_new.svg,results/channel/bler_old_vs_new.svg,MOVE,2,,"BEYOND-PLAN 7th bucket: the BLER tables are an INPUT to every command, not one command's output"
FILE,paper1/results/bler_sionna/bler_sionna.csv,results/channel/bler_sionna.csv,MOVE,2,,"BEYOND-PLAN 7th bucket: the BLER tables are an INPUT to every command, not one command's output"
FILE,paper1/results/bler_sionna/bler_sionna_ofdm.csv,results/channel/bler_sionna_ofdm.csv,MOVE,2,,"BEYOND-PLAN 7th bucket: the BLER tables are an INPUT to every command, not one command's output"
FILE,paper1/results/bler_sionna/bler_sionna_rician.csv,results/channel/bler_sionna_rician.csv,MOVE,2,,"BEYOND-PLAN 7th bucket: the BLER tables are an INPUT to every command, not one command's output"
FILE,paper1/results/c256_dominance_verify.csv,results/sensitivity/c256_dominance_verify.csv,MOVE,2,,
FILE,paper1/results/canonical_f1_columns.csv,results/sensitivity/canonical_f1_columns.csv,MOVE,2,,
FILE,paper1/results/canonical_gt_PROVENANCE.txt,results/provenance/canonical_gt_PROVENANCE.txt,MOVE,2,,
FILE,paper1/results/canonical_rescore.csv,results/sensitivity/canonical_rescore.csv,MOVE,2,,
FILE,paper1/results/ego_only_acceptance.csv,results/main/ego_only_acceptance.csv,MOVE,2,,
FILE,paper1/results/f1_ap_decoupling_culver.csv,results/sensitivity/f1_ap_decoupling_culver.csv,MOVE,2,,
FILE,paper1/results/f1_ap_decoupling_culver.md,results/sensitivity/f1_ap_decoupling_culver.md,MOVE,2,,
FILE,paper1/results/feature_importance.csv,results/main/feature_importance.csv,MOVE,2,,
FILE,paper1/results/frontier_payload_invariance.csv,results/sensitivity/frontier_payload_invariance.csv,MOVE,2,,
FILE,paper1/results/gamma_mechanism.csv,results/sensitivity/gamma_mechanism.csv,MOVE,2,,
FILE,paper1/results/gt_audit.csv,results/sensitivity/gt_audit.csv,MOVE,2,,
FILE,paper1/results/gt_object_stats.csv,results/sensitivity/gt_object_stats.csv,MOVE,2,,
FILE,paper1/results/harm_stratum_structural.csv,results/sensitivity/harm_stratum_structural.csv,MOVE,2,,
FILE,paper1/results/jscc/channel_codec_ap_test.csv,results/baselines/importance_map_jscc/channel_codec_ap_test.csv,MOVE,2,,
FILE,paper1/results/jscc/channel_codec_ap_validate.csv,results/baselines/importance_map_jscc/channel_codec_ap_validate.csv,MOVE,2,,
FILE,paper1/results/jscc/interp_probe_mae.csv,results/baselines/importance_map_jscc/interp_probe_mae.csv,MOVE,2,,
FILE,paper1/results/jscc/jscc_ap_f1.csv,results/baselines/importance_map_jscc/jscc_ap_f1.csv,MOVE,2,,
FILE,paper1/results/jscc/two_regime_edge.csv,results/baselines/importance_map_jscc/two_regime_edge.csv,MOVE,2,,
FILE,paper1/results/jscc/two_regime_edge_clean.csv,results/baselines/importance_map_jscc/two_regime_edge_clean.csv,MOVE,2,,
