frame,ego_id,collab_id,collab_dist_m,n_cav_available
210,2488,2497,20.345,3
211,2488,2497,19.856,3
212,2488,2497,19.374,3
213,2488,2497,18.898,3
214,2488,2497,18.426,3
215,2488,2497,17.962,3
216,2488,2497,17.502,3
217,2488,2497,17.048,3
218,2488,2497,16.601,3
219,2488,2497,16.167,3
220,2488,2497,15.746,3
221,2488,2497,15.335,3
222,2488,2497,14.927,3
223,2488,2497,14.525,3
224,2488,2497,14.131,3
225,2488,2497,13.751,3
226,2488,2497,13.387,3
227,2488,2497,13.039,3
228,2488,2497,12.706,3
229,2488,2497,12.389,3
230,2488,2497,12.086,3
231,2488,2497,11.81,3
232,2488,2497,11.58,3
233,2488,2497,11.396,3
234,2488,2497,11.253,3
235,2488,2497,11.145,3
236,2488,2497,11.067,3
237,2488,2497,11.007,3
238,2488,2497,10.965,3
239,2488,2497,10.944,3
240,2488,2497,10.944,3
241,2488,2497,10.944,3
242,2488,2497,10.944,3
243,2488,2497,10.945,3
244,2488,2497,10.945,3
245,2488,2497,10.945,3
246,2488,2497,10.945,3
247,2488,2497,10.945,3
248,2488,2497,10.945,3
249,2488,2497,10.945,3
250,2488,2497,10.945,3
251,2488,2497,10.945,3
252,2488,2497,10.945,3
253,2488,2497,10.945,3
254,2488,2497,10.945,3
255,2488,2497,10.945,3
256,2488,2497,10.943,3
257,2488,2497,10.937,3
258,2488,2497,10.923,3
259,2488,2497,10.899,3
260,2488,2497,10.865,3
261,2488,2497,10.824,3
262,2488,2497,10.775,3
263,2488,2497,10.718,3
264,2488,2497,10.653,3
265,2488,2497,10.593,3
266,2488,2497,10.545,3
267,2488,2497,10.517,3
268,2488,2497,10.516,3
269,479,488,21.535,2
270,479,488,21.544,2
271,479,488,21.55,2
272,479,488,21.551,2
273,479,488,21.55,2
274,479,488,21.548,2
275,479,488,21.546,2
276,479,488,21.535,2
277,479,488,21.516,2
278,479,488,21.495,2
279,479,488,21.484,2
280,479,488,21.484,2
281,479,488,21.486,2
282,479,488,21.488,2
283,479,488,21.492,2
284,479,488,21.496,2
285,479,488,21.505,2
286,479,488,21.514,2
287,479,488,21.521,2
288,479,488,21.519,2
289,479,488,21.508,2
290,479,488,21.499,2
291,479,488,21.492,2
292,479,488,21.484,2
293,479,488,21.479,2
294,479,488,21.474,2
295,479,488,21.469,2
296,479,488,21.467,2
297,479,488,21.467,2
298,479,488,21.463,2
299,479,488,21.455,2
300,479,488,21.448,2
301,479,488,21.445,2
302,479,488,21.436,2
303,479,488,21.424,2
304,479,488,21.415,2
305,479,488,21.408,2
306,479,488,21.399,2
307,479,488,21.395,2
308,479,488,21.397,2
309,479,488,21.383,2
310,479,488,21.325,2
311,479,488,21.212,2
312,479,488,21.064,2
313,479,488,20.869,2
314,479,488,20.613,2
315,479,488,20.301,2
316,479,488,19.974,2
317,479,488,19.641,2
318,479,488,19.302,2
319,479,488,18.973,2
320,479,488,18.663,2
321,479,488,18.367,2
322,479,488,18.078,2
323,479,488,17.792,2
324,479,488,17.511,2
325,479,488,17.236,2
326,479,488,16.968,2
327,479,488,16.702,2
328,479,488,16.434,2
329,479,488,16.166,2
330,479,488,15.907,2
331,479,488,15.674,2
332,479,488,15.494,2
333,479,488,15.371,2
334,479,488,15.261,2
335,479,488,15.179,2
336,479,488,15.164,2
337,479,488,15.215,2
338,479,488,15.334,2
339,479,488,15.535,2
340,479,488,15.823,2
341,479,488,16.194,2
342,479,488,16.648,2
343,479,488,17.153,2
344,479,488,17.649,2
345,479,488,18.139,2
346,479,488,18.623,2
347,479,488,19.097,2
348,479,488,19.537,2
349,479,488,19.909,2
350,479,488,20.206,2
351,479,488,20.504,2
352,479,488,20.806,2
353,479,488,21.061,2
354,479,488,21.265,2
355,479,488,21.438,2
356,479,488,21.605,2
357,479,488,21.758,2
358,479,488,21.893,2
359,479,488,22.005,2
360,479,488,22.088,2
361,479,488,22.154,2
362,479,488,22.205,2
363,479,488,22.246,2
364,479,488,22.276,2
365,479,488,22.299,2
366,479,488,22.315,2
367,479,488,22.326,2
368,479,488,22.334,2
369,479,488,22.341,2
370,479,488,22.344,2
371,479,488,22.34,2
372,479,488,22.315,2
373,479,488,22.268,2
374,479,488,22.209,2
375,479,488,22.14,2
376,479,488,22.063,2
377,479,488,21.988,2
378,479,488,21.903,2
379,479,488,21.785,2
380,479,488,21.62,2
381,479,488,21.416,2
382,479,488,21.182,2
383,479,488,20.941,2
384,479,488,20.732,2
385,479,488,20.57,2
386,479,488,20.446,2
387,479,488,20.339,2
388,479,488,20.231,2
389,479,488,20.116,2
390,479,488,19.994,2
391,479,488,19.867,2
392,479,488,19.722,2
393,479,488,19.563,2
394,479,488,19.405,2
395,479,488,19.247,2
396,479,488,19.088,2
397,479,488,18.942,2
398,479,488,18.834,2
399,479,488,18.761,2
400,479,488,18.689,2
401,479,488,18.61,2
402,479,488,18.509,2
403,479,488,18.383,2
404,1715,1724,10.895,2
405,1715,1724,11.118,2
406,1715,1724,11.366,2
407,1715,1724,11.627,2
408,1715,1724,11.888,2
409,1715,1724,12.117,2
410,1715,1724,12.281,2
411,1715,1724,12.373,2
412,1715,1724,12.4,2
413,1715,1724,12.38,2
414,1715,1724,12.34,2
415,1715,1724,12.305,2
416,1715,1724,12.271,2
417,1715,1724,12.238,2
418,1715,1724,12.213,2
419,1715,1724,12.216,2
420,1715,1724,12.24,2
421,1715,1724,12.295,2
422,1715,1724,12.361,2
423,1715,1724,12.432,2
424,1715,1724,12.505,2
425,1715,1724,12.577,2
426,1715,1724,12.649,2
427,1715,1724,12.719,2
428,1715,1724,12.804,2
429,1715,1724,12.856,2
430,1715,1724,12.849,2
431,1715,1724,12.846,2
432,1715,1724,12.842,2
433,1715,1724,12.831,2
434,1715,1724,12.808,2
435,1715,1724,12.784,2
436,1715,1724,12.759,2
437,1715,1724,12.754,2
438,1715,1724,12.754,2
439,1715,1724,12.753,2
440,1715,1724,12.737,2
441,1715,1724,12.718,2
442,1715,1724,12.714,2
443,1715,1724,12.697,2
444,1715,1724,12.677,2
445,1715,1724,12.674,2
446,1715,1724,12.657,2
447,1715,1724,12.651,2
448,1715,1724,12.645,2
449,1715,1724,12.632,2
450,1715,1724,12.624,2
451,1715,1724,12.599,2
452,1715,1724,12.592,2
453,1715,1724,12.585,2
454,1715,1724,12.562,2
455,1715,1724,12.557,2
456,1715,1724,12.553,2
457,1715,1724,12.535,2
458,1715,1724,12.517,2
459,1715,1724,12.514,2
460,1715,1724,12.502,2
461,1715,1724,12.485,2
462,1715,1724,12.481,2
463,1715,1724,12.465,2
464,1715,1724,12.434,2
465,1715,1724,12.425,2
466,1715,1724,12.421,2
467,1715,1724,12.412,2
468,1715,1724,12.398,2
469,1715,1724,12.395,2
470,1715,1724,12.385,2
471,1715,1724,12.359,2
472,1715,1724,12.337,2
473,1715,1724,12.334,2
474,1715,1724,12.322,2
475,1715,1724,12.314,2
476,1715,1724,12.302,2
477,1715,1724,12.3,2
478,1715,1724,12.289,2
479,1715,1724,12.26,2
480,1715,1724,12.252,2
481,1715,1724,12.246,2
482,1715,1724,12.224,2
483,1715,1724,12.201,2
484,1715,1724,12.196,2
485,1715,1724,12.184,2
486,1715,1724,12.18,2
487,1715,1724,12.175,2
488,1715,1724,12.166,2
489,1715,1724,12.163,2
490,1715,1724,12.154,2
491,1715,1724,12.152,2
492,1715,1724,12.138,2
493,1715,1724,12.114,2
494,1715,1724,12.095,2
495,1715,1724,12.092,2
496,1715,1724,12.083,2
497,1715,1724,12.069,2
498,1715,1724,12.065,2
499,1715,1724,12.058,2
500,1715,1724,12.039,2
501,1715,1724,12.033,2
502,1715,1724,12.026,2
503,1715,1724,12.005,2
504,1715,1724,12.001,2
505,1715,1724,11.997,2
506,1715,1724,11.985,2
507,1715,1724,11.959,2
508,1715,1724,11.953,2
509,1715,1724,11.948,2
510,1715,1724,11.939,2
511,1715,1724,11.932,2
512,1715,1724,11.929,2
513,1715,1724,11.921,2
514,1715,1724,11.918,2
515,1715,1724,11.898,2
516,1715,1724,11.893,2
517,1715,1724,11.886,2
518,1715,1724,11.859,2
519,1715,1724,11.793,2
520,1715,1724,11.682,2
521,1715,1724,11.545,2
522,1715,1724,11.403,2
523,1715,1724,11.277,2
524,1715,1724,11.17,2
525,1715,1724,11.081,2
526,1715,1724,11.012,2
527,1715,1724,10.982,2
528,1715,1724,10.998,2
529,1715,1724,11.06,2
530,1715,1724,11.166,2
531,1715,1724,11.301,2
532,1715,1724,11.45,2
533,1715,1724,11.606,2
534,1715,1724,11.777,2
535,1715,1724,11.964,2
536,1715,1724,12.152,2
537,1715,1724,12.339,2
538,1715,1724,12.527,2
539,1715,1724,12.7,2
540,1715,1724,12.855,2
541,1715,1724,13.015,2
542,1715,1724,13.158,2
543,1715,1724,13.256,2
544,1715,1724,13.297,2
545,1715,1724,13.287,2
546,1715,1724,13.241,2
547,1715,1724,13.188,2
548,1715,1724,13.163,2
549,1715,1724,13.172,2
550,1715,1724,13.194,2
551,1715,1724,13.211,2
552,1715,1724,13.214,2
553,1715,1724,13.212,2
554,1715,1724,13.211,2
555,1715,1724,13.214,2
556,1715,1724,13.226,2
557,1715,1724,13.245,2
558,1715,1724,13.268,2
559,1715,1724,13.299,2
560,1715,1724,13.337,2
561,1715,1724,13.381,2
562,1715,1724,13.438,2
563,1715,1724,13.517,2
564,1715,1724,13.617,2
565,1715,1724,13.734,2
566,1715,1724,13.868,2
567,1715,1724,14.016,2
568,1715,1724,14.183,2
569,1715,1724,14.377,2
570,1715,1724,14.603,2
571,1715,1724,14.867,2
572,1715,1724,15.168,2
573,1715,1724,15.5,2
574,1715,1724,15.857,2
575,1715,1724,16.238,2
576,1715,1724,16.649,2
577,1715,1724,17.087,2
578,1715,1724,17.546,2
579,1715,1724,18.018,2
580,1715,1724,18.509,2
581,1715,1724,19.024,2
582,1715,1724,19.565,2
583,1715,1724,20.126,2
584,1715,1724,20.702,2
585,1715,1724,21.296,2
586,1715,1724,21.918,2
587,1715,1724,22.564,2
588,1715,1724,23.232,2
589,1715,1724,23.92,2
590,1715,1724,24.622,2
591,1715,1724,25.336,2
592,1715,1724,26.07,2
593,1715,1724,26.822,2
594,1715,1724,27.59,2
595,1715,1724,28.374,2
596,1715,1724,29.168,2
597,1715,1724,29.97,2
598,1715,1724,30.783,2
599,1715,1724,31.606,2
600,1715,1724,32.437,2
601,1715,1724,33.272,2
602,1715,1724,34.113,2
603,1715,1724,34.951,2
604,1715,1724,35.784,2
605,1715,1724,36.614,2
606,200,209,39.755,2
607,200,209,39.146,2
608,200,209,38.476,2
609,200,209,37.752,2
610,200,209,36.982,2
611,200,209,36.188,2
612,200,209,35.387,2
613,200,209,34.585,2
614,200,209,33.775,2
615,200,209,32.945,2
616,200,209,32.097,2
617,200,209,31.272,2
618,200,209,30.492,2
619,200,209,29.755,2
620,200,209,29.058,2
621,200,209,28.403,2
622,200,209,27.765,2
623,200,209,27.138,2
624,200,209,26.525,2
625,200,209,25.938,2
626,200,209,25.381,2
627,200,209,24.855,2
628,200,209,24.36,2
629,200,209,23.892,2
630,200,209,23.43,2
631,200,209,22.973,2
632,200,209,22.495,2
633,200,209,21.989,2
634,200,209,21.456,2
635,200,209,20.897,2
636,200,209,20.314,2
637,200,209,19.708,2
638,200,209,19.08,2
639,200,209,18.433,2
640,200,209,17.769,2
641,200,209,17.093,2
642,200,209,16.413,2
643,200,209,15.727,2
644,200,209,15.034,2
645,200,209,14.357,2
646,200,209,13.713,2
647,200,209,13.111,2
648,200,209,12.552,2
649,200,209,12.039,2
650,200,209,11.57,2
651,200,209,11.15,2
652,200,209,10.796,2
653,200,209,10.527,2
654,200,209,10.36,2
655,200,209,10.309,2
656,200,209,10.38,2
657,200,209,10.578,2
658,200,209,10.904,2
659,200,209,11.352,2
660,200,209,11.915,2
661,200,209,12.586,2
662,200,209,13.357,2
663,200,209,14.206,2
664,200,209,15.131,2
665,200,209,16.126,2
666,200,209,17.169,2
667,200,209,18.248,2
668,200,209,19.353,2
669,200,209,20.475,2
670,7219,7228,6.177,2
671,7219,7228,6.196,2
672,7219,7228,6.221,2
673,7219,7228,6.281,2
674,7219,7228,6.391,2
675,7219,7228,6.543,2
676,7219,7228,6.725,2
677,7219,7228,6.939,2
678,7219,7228,7.195,2
679,7219,7228,7.513,2
680,7219,7228,7.903,2
681,7219,7228,8.355,2
682,7219,7228,8.88,2
683,7219,7228,9.432,2
684,7219,7228,9.987,2
685,7219,7228,10.549,2
686,7219,7228,11.142,2
687,7219,7228,11.759,2
688,7219,7228,12.376,2
689,7219,7228,12.976,2
690,7219,7228,13.559,2
691,7219,7228,14.128,2
692,7219,7228,14.683,2
693,7219,7228,15.228,2
694,7219,7228,15.768,2
695,7219,7228,16.301,2
696,7219,7228,16.824,2
697,7219,7228,17.338,2
698,7219,7228,17.836,2
699,7219,7228,18.314,2
700,7219,7228,18.772,2
701,7219,7228,19.216,2
702,7219,7228,19.648,2
703,7219,7228,20.072,2
704,7219,7228,20.48,2
705,7219,7228,20.863,2
706,7219,7228,21.223,2
707,7219,7228,21.567,2
708,7219,7228,21.91,2
709,7219,7228,22.255,2
710,7219,7228,22.605,2
711,7219,7228,22.963,2
712,7219,7228,23.332,2
713,7219,7228,23.695,2
714,7219,7228,24.073,2
715,7219,7228,24.471,2
716,7219,7228,24.893,2
717,7219,7228,25.344,2
718,12834,12843,37.53,2
719,12834,12843,37.103,2
720,12834,12843,36.639,2
721,12834,12843,36.141,2
722,12834,12843,35.613,2
723,12834,12843,35.061,2
724,12834,12843,34.49,2
725,12834,12843,33.919,2
726,12834,12843,33.371,2
727,12834,12843,32.86,2
728,12834,12843,32.373,2
729,12834,12843,31.894,2
730,12834,12843,31.416,2
731,12834,12843,30.935,2
732,12834,12843,30.45,2
733,12834,12843,29.921,2
734,12834,12843,29.29,2
735,12834,12843,28.56,2
736,12834,12843,27.739,2
737,12834,12843,26.842,2
738,12834,12843,25.885,2
739,12834,12843,24.875,2
740,12834,12843,23.813,2
741,12834,12843,22.699,2
742,12834,12843,21.533,2
743,12834,12843,20.325,2
744,12834,12843,19.086,2
745,12834,12843,17.831,2
746,12834,12843,16.576,2
747,12834,12843,15.332,2
748,12834,12843,14.125,2
749,12834,12843,13.0,2
750,12834,12843,11.991,2
751,12834,12843,11.142,2
752,12834,12843,10.494,2
753,12834,12843,10.078,2
754,12834,12843,9.919,2
755,12834,12843,10.016,2
756,12834,12843,10.357,2
757,12834,12843,10.887,2
758,12834,12843,11.568,2
759,12834,12843,12.373,2
760,12834,12843,13.271,2
761,12834,12843,14.253,2
762,12834,12843,15.289,2
763,12834,12843,16.362,2
764,12834,12843,17.474,2
765,12834,12843,18.635,2
766,12834,12843,19.84,2
767,12834,12843,21.066,2
768,12834,12843,22.281,2
769,12834,12843,23.468,2
770,12834,12843,24.62,2
771,12834,12843,25.763,2
772,12834,12843,26.92,2
773,12834,12843,28.108,2
774,12834,12843,29.337,2
775,2314,2341,65.698,7
776,2314,2341,65.33,7
777,2314,2341,64.956,7
778,2314,2341,64.598,7
779,2314,2341,64.267,7
780,2314,2341,63.964,7
781,2314,2341,63.702,7
782,2314,2341,63.493,7
783,2314,2341,63.344,7
784,2314,2341,63.236,7
785,2314,2341,63.144,7
786,2314,2341,63.053,7
787,2314,2341,62.965,7
788,2314,2341,62.88,7
789,2314,2341,62.796,7
790,2314,2341,62.711,7
791,2314,2341,62.612,7
792,2314,2341,62.484,7
793,2314,2341,62.339,7
794,2314,2341,62.211,7
795,2314,2341,62.121,7
796,2314,2341,62.073,7
797,2314,2341,62.035,7
798,2314,2341,61.971,7
799,2314,2341,61.883,7
800,2314,2341,61.804,7
801,2314,2341,61.752,7
802,2314,2341,61.73,7
803,2314,2341,61.71,7
804,2314,2341,61.679,7
805,2314,2341,61.645,7
806,2314,2341,61.619,7
807,2314,2341,61.6,7
808,2314,2341,61.601,7
809,2314,2341,61.586,7
810,2314,2341,61.538,7
811,2314,2341,61.491,7
812,2314,2341,61.478,7
813,2314,2341,61.486,7
814,2314,2341,61.475,7
815,2314,2341,61.441,7
816,2314,2341,61.408,7
817,2314,2341,61.385,7
818,2314,2341,61.37,7
819,2314,2341,61.359,7
820,2314,2341,61.353,7
821,2314,2341,61.352,7
822,2314,2341,61.365,7
823,2314,2341,61.392,7
824,2314,2341,61.42,7
825,2314,2341,61.443,7
826,2314,2341,61.463,7
827,2314,2341,61.483,7
828,2314,2341,61.499,7
829,2314,2341,61.498,7
830,2314,2341,61.461,7
831,2314,2341,61.403,7
832,2314,2341,61.337,7
833,2314,2341,61.267,7
834,2314,2341,61.199,7
835,2314,2341,61.143,7
836,2314,2341,61.127,7
837,2314,2341,61.136,7
838,2314,2341,61.13,7
839,2314,2341,61.091,7
840,2314,2341,61.031,7
841,2314,2341,60.967,7
842,2314,2341,60.91,7
843,2314,2341,60.856,7
844,2314,2341,60.801,7
845,2314,2341,60.744,7
846,2314,2341,60.686,7
847,2314,2341,60.604,7
848,2314,2341,60.475,7
849,2314,2341,60.281,7
850,2314,2341,60.008,7
851,2314,2341,59.706,7
852,2314,2341,59.415,7
853,2314,2341,59.133,7
854,2314,2341,58.855,7
855,2314,2341,58.577,7
856,2314,2341,58.294,7
857,2314,2341,57.998,7
858,2314,2341,57.683,7
859,2314,2341,57.351,7
860,2314,2341,57.0,7
861,2314,2341,56.63,7
862,2314,2341,56.24,7
863,2314,2341,55.835,7
864,2314,2341,55.437,7
865,2314,2341,55.064,7
866,2314,2341,54.707,7
867,2314,2341,54.359,7
868,2314,2341,54.017,7
869,2314,2341,53.693,7
870,2314,2341,53.413,7
871,2314,2341,53.186,7
872,2314,2341,53.011,7
873,2314,2341,52.879,7
874,2314,2341,52.791,7
875,2314,2341,52.738,7
876,2314,2341,52.67,7
877,2314,2341,52.553,7
878,2314,2341,52.376,7
879,2314,2341,52.142,7
880,2314,2341,51.842,7
881,2314,2341,51.514,7
882,2314,2341,51.192,7
883,2314,2341,50.866,7
884,2314,2341,50.537,7
885,2314,2341,50.216,7
886,2314,2341,49.903,7
887,2314,2341,49.595,7
888,2314,2341,49.291,7
889,2314,2341,48.996,7
890,2314,2341,48.706,7
891,2314,2341,48.41,7
892,2314,2341,48.112,7
893,2314,2341,47.82,7
894,2314,2341,47.537,7
895,2314,2341,47.259,7
896,2314,2341,46.983,7
897,2314,2341,46.708,7
898,2314,2341,46.435,7
899,2314,2341,46.162,7
900,2314,2341,45.89,7
901,2314,2341,45.619,7
902,2314,2341,45.349,7
903,2314,2341,45.079,7
904,2314,2341,44.818,7
905,2314,2341,44.592,7
906,2314,2341,44.419,7
907,2314,2341,44.303,7
908,2314,2341,44.269,7
909,2314,2341,44.269,7
910,2314,2341,44.263,7
911,2314,2341,44.251,7
912,2314,2341,44.248,7
913,2314,2341,44.237,7
914,2314,2341,44.22,7
915,2314,2341,44.216,7
916,2314,2341,44.2,7
917,2314,2341,44.18,7
918,2314,2341,44.176,7
919,2314,2341,44.161,7
920,2314,2341,44.143,7
921,2314,2341,44.139,7
922,2314,2341,44.123,7
923,2314,2341,44.095,7
924,2314,2341,44.088,7
925,2314,2341,44.083,7
926,2314,2341,44.063,7
927,2314,2341,44.057,7
928,2314,2341,44.049,7
929,2314,2341,44.025,7
930,2314,2341,44.018,7
931,2314,2341,44.011,7
932,2314,2341,43.988,7
933,2314,2341,43.982,7
934,2314,2341,43.975,7
935,2314,2341,43.961,7
936,2314,2341,43.956,7
937,2314,2341,43.938,7
938,2314,2341,43.931,7
939,2314,2341,43.923,7
940,2314,2341,43.899,7
941,2314,2341,43.889,7
942,2314,2341,43.883,7
943,2314,2341,43.861,7
944,2314,2341,43.854,7
945,2314,2341,43.847,7
946,2314,2341,43.824,7
947,2314,2341,43.817,7
948,2314,2341,43.811,7
949,2314,2341,43.787,7
950,2314,2341,43.78,7
951,2314,2341,43.773,7
952,2314,2341,43.749,7
953,2314,2341,43.743,7
954,2314,2341,43.734,7
955,2314,2341,43.712,7
956,2314,2341,43.705,7
957,2314,2341,43.698,7
958,2314,2341,43.676,7
959,2314,2341,43.67,7
960,2314,2341,43.663,7
961,2314,2341,43.639,7
962,2314,2341,43.632,7
963,2314,2341,43.626,7
964,2314,2341,43.604,7
965,2314,2341,43.597,7
966,2314,2341,43.59,7
967,2314,2341,43.567,7
968,2314,2341,43.56,7
969,2314,2341,43.552,7
970,2314,2341,43.529,7
971,2314,2341,43.523,7
972,2314,2341,43.514,7
973,2314,2341,43.491,7
974,2314,2341,43.472,7
975,2314,2341,43.468,7
976,2314,2341,43.456,7
977,2314,2341,43.439,7
978,2314,2341,43.435,7
979,2314,2341,43.421,7
980,2314,2341,43.403,7
981,2314,2341,43.399,7
982,2314,2341,43.385,7
983,2314,2341,43.366,7
984,2314,2341,43.362,7
985,2314,2341,43.348,7
986,2314,2341,43.329,7
987,2314,2341,43.325,7
988,2314,2341,43.311,7
989,2314,2341,43.293,7
990,2314,2341,43.289,7
991,2314,2341,43.275,7
992,2314,2341,43.257,7
993,2314,2341,43.253,7
994,2314,2341,43.238,7
995,2314,2341,43.22,7
996,2314,2341,43.216,7
997,2314,2341,43.203,7
998,2314,2341,43.185,7
999,2314,2341,43.181,7
1000,2314,2341,43.166,7
1001,2314,2341,43.148,7
1002,2314,2341,43.144,7
1003,2314,2341,43.13,7
1004,2314,2341,43.112,7
1005,2314,2341,43.108,7
1006,2314,2341,43.094,7
1007,2314,2341,43.076,7
1008,2314,2341,43.072,7
1009,2314,2341,43.057,7
1010,2314,2341,43.038,7
1011,2314,2341,43.034,7
1012,2314,2341,43.018,7
1013,2314,2341,42.99,7
1014,2314,2341,42.961,7
1015,2314,2341,42.939,7
1016,2314,2341,42.914,7
1017,2314,2341,42.891,7
1018,2314,2341,42.889,7
1019,2314,2341,42.889,7
1020,2314,2341,42.889,7
1021,2314,2341,42.889,7
