frame,ego_id,collab_id,collab_dist_m,n_cav_available
92,1773,1782,37.922,2
93,1773,1782,37.922,2
94,1773,1782,37.922,2
95,1773,1782,37.922,2
96,1773,1782,37.922,2
97,1773,1782,37.916,2
98,1773,1782,37.873,2
99,1773,1782,37.785,2
100,1773,1782,37.66,2
101,1773,1782,37.501,2
102,1773,1782,37.313,2
103,1773,1782,37.097,2
104,1773,1782,36.854,2
105,1773,1782,36.586,2
106,1773,1782,36.296,2
107,1773,1782,35.984,2
108,1773,1782,35.65,2
109,1773,1782,35.293,2
110,1773,1782,34.911,2
111,1773,1782,34.505,2
112,1773,1782,34.078,2
113,1773,1782,33.647,2
114,1773,1782,33.21,2
115,1773,1782,32.769,2
116,1773,1782,32.324,2
117,1773,1782,31.869,2
118,1773,1782,31.381,2
119,1773,1782,30.863,2
120,1773,1782,30.323,2
121,1773,1782,29.776,2
122,1773,1782,29.245,2
123,1773,1782,28.741,2
124,1773,1782,28.26,2
125,1773,1782,27.799,2
126,1773,1782,27.35,2
127,1773,1782,26.909,2
128,1773,1782,26.475,2
129,1773,1782,26.06,2
130,1773,1782,25.666,2
131,1773,1782,25.291,2
132,1773,1782,24.933,2
133,1773,1782,24.593,2
134,1773,1782,24.267,2
135,1773,1782,23.958,2
136,1773,1782,23.672,2
137,1773,1782,23.413,2
138,1773,1782,23.182,2
139,1773,1782,22.984,2
140,1773,1782,22.826,2
141,1773,1782,22.704,2
142,1773,1782,22.608,2
143,1773,1782,22.535,2
144,1773,1782,22.478,2
145,1773,1782,22.433,2
146,1773,1782,22.396,2
147,1773,1782,22.37,2
148,1773,1782,22.352,2
149,1773,1782,22.345,2
150,1773,1782,22.348,2
151,1773,1782,22.365,2
152,1773,1782,22.399,2
153,1773,1782,22.453,2
154,1773,1782,22.53,2
155,1773,1782,22.634,2
156,1773,1782,22.77,2
157,1773,1782,22.94,2
158,1773,1782,23.136,2
159,1773,1782,23.35,2
160,1773,1782,23.578,2
161,1773,1782,23.822,2
162,1773,1782,24.082,2
163,1773,1782,24.354,2
164,1773,1782,24.635,2
165,1773,1782,24.924,2
166,1773,1782,25.225,2
167,1773,1782,25.536,2
168,1773,1782,25.859,2
169,1773,1782,26.195,2
170,1773,1782,26.546,2
171,1773,1782,26.907,2
172,1773,1782,27.275,2
173,1773,1782,27.651,2
174,1773,1782,28.041,2
175,1773,1782,28.449,2
176,1773,1782,28.873,2
177,1773,1782,29.309,2
178,1773,1782,29.753,2
179,1773,1782,30.206,2
180,1773,1782,30.669,2
181,1773,1782,31.147,2
182,1773,1782,31.639,2
183,1773,1782,32.139,2
184,1773,1782,32.645,2
185,1773,1782,33.157,2
186,1773,1782,33.676,2
187,1773,1782,34.204,2
188,1773,1782,34.749,2
189,1773,1782,35.299,2
190,1773,1782,35.851,2
191,1773,1782,36.404,2
192,1773,1782,36.962,2
193,1773,1782,37.529,2
194,1773,1782,38.104,2
195,1773,1782,38.687,2
196,1773,1782,39.28,2
197,1773,1782,39.875,2
198,1773,1782,40.472,2
199,1773,1782,41.073,2
200,1773,1782,41.677,2
201,1773,1782,42.284,2
202,1773,1782,42.894,2
203,1773,1782,43.509,2
204,1773,1782,44.127,2
205,1773,1782,44.748,2
206,1773,1782,45.374,2
207,1773,1782,46.002,2
208,1845,1872,46.622,3
209,1845,1872,46.727,3
210,1845,1872,46.779,3
211,1845,1872,46.804,3
212,1845,1872,46.816,3
213,1845,1872,46.84,3
214,1845,1872,46.868,3
215,1845,1872,46.883,3
216,1845,1872,46.88,3
217,1845,1872,46.873,3
218,1845,1872,46.888,3
219,1845,1872,46.907,3
220,1845,1872,46.927,3
221,1845,1872,46.946,3
222,1845,1872,46.966,3
223,1845,1872,46.989,3
224,1845,1872,47.011,3
225,1845,1872,47.019,3
226,1845,1872,47.006,3
227,1845,1872,46.955,3
228,1845,1872,46.939,3
229,1845,1872,46.942,3
230,1845,1872,46.947,3
231,1845,1872,46.976,3
232,1845,1872,46.99,3
233,1845,1872,46.994,3
234,1845,1872,46.993,3
235,1845,1872,46.987,3
236,1845,1872,46.973,3
237,1845,1872,46.959,3
238,1845,1872,46.952,3
239,1845,1872,46.957,3
240,1845,1872,46.966,3
241,1845,1872,46.967,3
242,1845,1872,46.95,3
243,1845,1872,46.92,3
244,1845,1872,46.894,3
245,1845,1872,46.88,3
246,1845,1872,46.872,3
247,1845,1872,46.858,3
248,1845,1872,46.832,3
249,1845,1872,46.793,3
250,1845,1872,46.752,3
251,1845,1872,46.724,3
252,1845,1854,46.585,3
253,1845,1854,45.896,3
254,1845,1854,45.209,3
255,1845,1854,44.537,3
256,1845,1854,43.861,3
257,1845,1854,43.176,3
258,1845,1854,42.487,3
259,1845,1854,41.815,3
260,1845,1854,41.121,3
261,1845,1854,40.421,3
262,1845,1854,39.719,3
263,1845,1854,39.017,3
264,1845,1854,38.315,3
265,1845,1854,37.614,3
266,1845,1854,36.914,3
267,1845,1854,36.214,3
268,1845,1854,35.515,3
269,1845,1854,34.818,3
270,1845,1854,34.123,3
271,1845,1854,33.438,3
272,1845,1854,32.773,3
273,1845,1854,32.107,3
274,1845,1854,31.43,3
275,1845,1854,30.736,3
276,1845,1854,30.034,3
277,1845,1854,29.334,3
278,1845,1854,28.648,3
279,1845,1854,27.974,3
280,1845,1854,27.311,3
281,1845,1854,26.65,3
282,1845,1854,25.983,3
283,1845,1854,25.312,3
284,1845,1854,24.665,3
285,1845,1854,24.07,3
286,1845,1854,23.535,3
287,1845,1854,23.066,3
288,1845,1854,22.662,3
289,1845,1854,22.321,3
290,1845,1854,22.044,3
291,1845,1854,21.826,3
292,1845,1854,21.661,3
293,1845,1854,21.547,3
294,1845,1854,21.498,3
295,1845,1854,21.496,3
296,1845,1854,21.487,3
297,1845,1854,21.47,3
298,1845,1854,21.46,3
299,1845,1854,21.454,3
300,1845,1854,21.43,3
301,1845,1854,21.421,3
302,1845,1854,21.413,3
303,1845,1854,21.407,3
304,1845,1854,21.392,3
305,1845,1854,21.385,3
306,1845,1854,21.354,3
307,1845,1854,21.281,3
308,1845,1854,21.214,3
309,1845,1854,21.207,3
310,1845,1854,21.186,3
311,1845,1854,21.137,3
312,1845,1854,21.045,3
313,1845,1854,20.915,3
314,1845,1854,20.751,3
315,1845,1854,20.552,3
316,1845,1854,20.323,3
317,1845,1854,20.076,3
318,1845,1854,19.825,3
319,1845,1854,19.58,3
320,1845,1854,19.335,3
321,1845,1854,19.08,3
322,1845,1854,18.805,3
323,1845,1854,18.516,3
324,1845,1854,18.224,3
325,1845,1854,17.937,3
326,1845,1854,17.653,3
327,1845,1854,17.368,3
328,1845,1854,17.074,3
329,1845,1854,16.777,3
330,1845,1854,16.483,3
331,1845,1854,16.193,3
332,1845,1854,15.905,3
333,1845,1854,15.622,3
334,1845,1854,15.339,3
335,1845,1854,15.028,3
336,1845,1854,14.64,3
337,1845,1854,14.203,3
338,1845,1854,13.736,3
339,1845,1854,13.256,3
340,1845,1854,12.781,3
341,1845,1854,12.337,3
342,1845,1854,11.937,3
343,823,841,59.563,3
344,823,841,59.276,3
345,823,841,58.964,3
346,823,841,58.625,3
347,823,841,58.263,3
348,823,841,57.872,3
349,823,841,57.452,3
350,823,841,57.023,3
351,823,841,56.617,3
352,823,841,56.223,3
353,823,841,55.852,3
354,823,841,55.509,3
355,823,841,55.174,3
356,823,841,54.848,3
357,823,841,54.517,3
358,823,841,54.209,3
359,823,841,53.902,3
360,823,841,53.583,3
361,823,841,53.282,3
362,823,841,52.988,3
363,823,841,52.697,3
364,823,841,52.404,3
365,823,841,52.145,3
366,823,841,51.902,3
367,823,841,51.663,3
368,823,841,51.439,3
369,823,841,51.266,3
370,823,841,51.119,3
371,823,841,50.983,3
372,823,841,50.863,3
373,823,841,50.744,3
374,823,841,50.619,3
375,823,841,50.496,3
376,823,841,50.359,3
377,823,841,50.188,3
378,823,841,49.967,3
379,823,841,49.705,3
380,823,841,49.407,3
381,823,841,49.074,3
382,823,841,48.707,3
383,823,841,48.303,3
384,823,841,47.857,3
385,823,841,47.372,3
386,823,841,46.853,3
387,823,841,46.308,3
388,823,841,45.745,3
389,823,841,45.175,3
390,823,841,44.607,3
391,823,841,44.052,3
392,823,841,43.514,3
393,823,841,42.995,3
394,823,841,42.475,3
395,823,841,41.923,3
396,823,841,41.357,3
397,823,841,40.776,3
398,823,841,40.176,3
399,823,841,39.558,3
400,823,841,38.935,3
401,823,841,38.327,3
402,823,841,37.719,3
403,823,841,37.103,3
404,823,841,36.476,3
405,823,841,35.843,3
406,823,841,35.206,3
407,823,841,34.566,3
408,823,841,33.921,3
409,823,841,33.276,3
410,823,841,32.641,3
411,823,841,32.001,3
412,823,841,31.351,3
413,823,841,30.699,3
414,823,841,30.056,3
415,823,841,29.434,3
416,823,841,28.835,3
417,823,841,28.256,3
418,823,841,27.696,3
419,823,841,27.161,3
420,823,841,26.644,3
421,823,841,26.157,3
422,823,841,25.725,3
423,823,841,25.328,3
424,823,841,24.954,3
425,823,841,24.601,3
426,823,841,24.271,3
427,823,841,23.963,3
428,823,841,23.678,3
429,823,841,23.432,3
430,823,841,23.252,3
431,823,841,23.144,3
432,823,841,23.102,3
433,823,841,23.132,3
434,823,841,23.237,3
435,823,841,23.421,3
436,823,841,23.693,3
437,823,841,24.059,3
438,823,841,24.519,3
439,823,841,25.075,3
440,823,841,25.724,3
441,823,841,26.464,3
442,823,841,27.296,3
443,823,841,28.219,3
444,823,841,29.213,3
445,823,841,30.247,3
446,823,841,31.313,3
447,823,841,32.418,3
448,823,841,33.563,3
449,823,841,34.751,3
450,823,841,35.973,3
451,823,841,37.216,3
452,823,841,38.482,3
453,823,841,39.783,3
454,823,841,41.132,3
455,823,841,42.512,3
456,823,841,43.881,3
457,823,841,45.239,3
458,823,841,46.598,3
459,823,841,47.966,3
460,823,841,49.35,3
461,823,841,50.723,3
462,823,841,52.041,3
463,823,841,53.319,3
464,823,841,54.58,3
465,823,841,55.834,3
466,823,841,57.082,3
467,823,841,58.312,3
468,823,841,59.514,3
469,823,841,60.716,3
470,823,841,61.935,3
471,823,841,63.175,3
472,823,841,64.407,3
473,823,841,65.598,3
474,823,841,66.733,3
475,823,841,67.806,3
476,823,841,68.826,3
477,823,841,69.818,3
478,823,841,70.806,3
479,823,841,71.807,3
480,823,841,72.823,3
481,823,841,73.847,3
482,823,841,74.861,3
483,823,841,75.839,3
484,823,841,76.764,3
485,823,841,77.629,3
486,823,841,78.416,3
487,823,841,79.153,3
488,823,841,79.892,3
489,823,841,80.648,3
490,823,841,81.429,3
491,823,841,82.255,3
492,823,841,83.1,3
493,823,841,83.876,3
494,823,841,84.623,3
495,823,841,85.397,3
496,823,841,86.211,3
497,823,841,87.045,3
498,823,841,87.917,3
499,823,841,88.841,3
500,823,841,89.826,3
501,823,841,90.862,3
502,823,841,91.901,3
503,823,841,92.914,3
504,823,841,93.908,3
505,823,841,94.887,3
506,823,841,95.85,3
507,823,841,96.808,3
508,823,841,97.782,3
509,823,841,98.78,3
510,823,841,99.792,3
511,823,841,100.814,3
512,823,832,101.731,3
513,823,832,101.873,3
514,823,832,102.015,3
515,823,832,102.146,3
516,823,832,102.294,3
517,823,832,102.449,3
518,823,832,102.598,3
519,823,832,102.756,3
520,823,832,102.925,3
521,823,832,103.083,3
522,823,832,103.246,3
523,823,832,103.403,3
524,823,832,103.567,3
525,823,832,103.732,3
526,823,832,103.891,3
527,823,832,104.071,3
528,823,832,104.253,3
529,823,832,104.429,3
530,823,832,104.602,3
531,823,832,104.796,3
532,823,832,104.998,3
533,823,832,105.222,3
534,823,832,105.447,3
535,823,832,105.654,3
536,823,832,105.87,3
537,823,832,106.079,3
538,823,832,106.272,3
539,823,832,106.49,3
540,823,832,106.717,3
541,823,832,106.935,3
542,823,832,107.169,3
543,823,832,107.394,3
544,823,832,107.595,3
545,823,832,107.803,3
546,823,832,108.001,3
547,823,832,108.199,3
548,823,832,108.393,3
549,823,832,108.582,3
