frame,ego_id,ego_detected_box_count,has_collaborator,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,ego_pcd_num_points,ego_pcd_mean_range,ego_pcd_max_range,ego_pcd_std_range,ego_pcd_near_20m,ego_pcd_mid_20_50m,ego_pcd_far_50_80m,ego_pcd_very_far_80m,ego_pcd_front_points,ego_pcd_back_points,ego_pcd_left_points,ego_pcd_right_points,ego_pcd_front_far_30m,ego_pcd_front_far_50m,ego_pcd_density_0_20,ego_pcd_density_20_50,ego_pcd_density_50_80
27,2149,14,1,54056,4,54056,11.88636302947998,119.74156951904297,10.090845108032227,46817,6653,506,80,26412,27644,27164,26892,2220,419,37.25578485366632,1.0084360346575045,0.04129866728435848
28,2149,15,1,54051,4,54051,11.988551139831543,119.9779052734375,10.266307830810547,46334,7137,462,118,26516,27535,27155,26896,2190,427,36.87142566609939,1.0817988846160544,0.037707478824849046
29,2149,14,1,54098,4,54098,12.072933197021484,119.9796142578125,10.506532669067383,46193,7295,466,144,26718,27380,26983,27115,2148,452,36.75922143121961,1.1057479141479776,0.03803395050298627
30,2149,15,1,54078,4,54078,12.151494026184082,119.24170684814453,10.676669120788574,46037,7403,480,158,26735,27343,27012,27066,2121,466,36.63508057560793,1.1221181368660011,0.039176601376466544
31,2149,15,1,53990,4,53990,12.133968353271484,119.90644073486328,10.614828109741211,46036,7325,498,131,26688,27302,26814,27176,2117,444,36.634284800892466,1.1102951982363176,0.04064572392808404
32,2149,16,1,54006,4,54006,12.118760108947754,119.8740234375,10.455114364624023,46087,7326,486,107,26742,27264,26800,27206,2013,404,36.6748693113809,1.1104467743725954,0.039666308893672377
33,2149,16,1,54073,4,54073,12.134562492370605,118.8315200805664,10.378591537475586,46221,7275,483,94,26750,27323,26760,27313,1973,380,36.78150312325247,1.1027163914224178,0.03942145513506946
34,2149,14,1,54060,4,54060,12.174601554870605,114.65409851074219,10.435835838317871,46252,7202,509,97,26679,27381,26758,27302,1969,384,36.806172139431716,1.091651333474124,0.0415435210429614
35,2149,19,1,54177,4,54177,12.243484497070312,119.93744659423828,10.558578491210938,46268,7302,500,107,26810,27367,26747,27430,1994,373,36.81890453487907,1.1068089471019236,0.04080895976715265
36,2149,16,1,54241,4,54241,12.253345489501953,119.98863220214844,10.574663162231445,46337,7308,490,106,26642,27599,26755,27486,1972,361,36.87381299024577,1.1077184039195915,0.0399927805718096
37,2149,20,1,54160,4,54160,12.30959701538086,119.8001480102539,10.626239776611328,46200,7367,488,105,26708,27452,26707,27453,1966,357,36.76479185422782,1.1166613959599934,0.03982954473274099
38,2149,18,1,54183,4,54183,12.25895881652832,119.9022445678711,10.551229476928711,46331,7250,511,91,26725,27458,26645,27538,1889,356,36.869038341953015,1.098926988015468,0.04170675688203001
39,2149,17,1,54269,4,54269,12.32277774810791,119.93633270263672,10.747584342956543,46390,7251,520,108,26693,27576,26666,27603,1835,357,36.91598905016512,1.0990785641517458,0.042441318157838755
40,2149,20,1,54136,4,54136,12.393112182617188,119.95082092285156,11.116083145141602,46296,7142,538,160,26675,27461,26501,27635,1856,402,36.84118622691193,1.0825567652974444,0.04391044070945625
41,2149,24,1,54168,4,54168,12.429848670959473,119.94168090820312,11.44913101196289,46403,7000,565,200,26527,27641,26603,27565,1790,435,36.9263341214661,1.0610329539459689,0.046114124536882496
42,2149,22,1,54302,4,54302,12.429917335510254,119.50650787353516,11.450702667236328,46598,6909,593,202,26624,27678,26537,27765,1720,434,37.081510190980694,1.0472395255446714,0.04839942628384304
43,2149,21,1,54311,4,54311,12.424040794372559,119.54447937011719,11.545600891113281,46755,6738,597,221,26653,27658,26564,27747,1612,432,37.20644682130783,1.021320006241134,0.04872589796198026
44,2149,20,1,54342,4,54342,12.35799789428711,118.48497772216797,11.428775787353516,46992,6508,633,209,26561,27781,26579,27763,1458,426,37.395045428871725,0.9864574948971951,0.05166414306521525
45,2149,24,1,54287,4,54287,12.354860305786133,119.29476928710938,11.523690223693848,46996,6415,655,221,26646,27641,26485,27802,1406,426,37.398228527733565,0.9723609142233416,0.05345973729496997
46,2149,24,1,54291,4,54291,12.363415718078613,119.42708587646484,11.631667137145996,46991,6393,669,238,26550,27741,26441,27850,1348,415,37.39424965415627,0.9690262392252257,0.05460238816845024
47,2149,24,1,54285,4,54285,12.352190017700195,119.3569564819336,11.68718433380127,47001,6327,723,234,26628,27657,26383,27902,1319,412,37.40220740131086,0.959022214230878,0.05900975582330273
48,2149,24,1,54458,4,54458,12.3206148147583,119.83805847167969,11.584806442260742,47215,6283,731,229,26749,27709,26524,27934,1250,382,37.57250319041919,0.9523528642346462,0.05966269917957717
49,2149,23,1,54283,4,54283,12.287188529968262,116.2029037475586,11.605964660644531,47129,6151,766,237,26688,27595,26388,27895,1221,399,37.504066564889676,0.9323448142459507,0.06251932636327785
50,2149,24,1,54301,4,54301,12.204667091369629,119.06138610839844,11.563865661621094,47337,5925,806,233,26725,27576,26297,28004,1159,405,37.66958770570525,0.8980886074471237,0.06578404314465007
51,2149,24,1,54229,4,54229,12.162162780761719,119.90827941894531,11.491231918334961,47243,5903,859,224,26646,27583,26259,27970,1142,390,37.59478488245205,0.8947539324490078,0.07010979287996826
52,2149,23,1,54000,4,54000,12.129528999328613,119.8088607788086,11.612187385559082,47211,5634,913,242,26530,27470,26121,27879,1143,400,37.56932009155735,0.853979951790227,0.07451716053482074
53,2149,22,1,54033,4,54033,12.083266258239746,119.5877914428711,11.516305923461914,47400,5445,975,213,26612,27421,26173,27860,1174,376,37.719721512779195,0.8253320620336858,0.07957747154594767
54,2149,23,1,54078,4,54078,12.053323745727539,119.88585662841797,11.52008056640625,47452,5396,1018,212,26611,27467,26162,27916,1192,379,37.76110179798309,0.8179048313560641,0.0830870420859228
55,2149,23,1,54066,4,54066,12.035649299621582,119.85371398925781,11.502564430236816,47402,5396,1073,195,26648,27418,26133,27933,1211,386,37.721313062210115,0.8179048313560641,0.08757602766030959
56,2149,24,1,54018,4,54018,11.958044052124023,119.44660186767578,11.474993705749512,47440,5349,1026,203,26615,27403,26028,27990,1237,384,37.751552501397576,0.8107807529509983,0.08373998544219724
57,2149,23,1,54057,4,54057,11.919745445251465,118.97895812988281,11.493746757507324,47510,5295,1045,207,26588,27469,25977,28080,1231,399,37.80725673147974,0.8025956415919865,0.08529072591334903
58,2149,23,1,53979,4,53979,11.886698722839355,118.71040344238281,11.561596870422363,47463,5255,1050,211,26614,27365,25967,28012,1219,396,37.76985531985314,0.7965325961408667,0.08569881551102056
59,2149,22,1,53960,4,53960,11.843323707580566,119.21752166748047,11.530769348144531,47462,5266,1030,202,26517,27443,25966,27994,1198,397,37.76905954513768,0.7981999336399247,0.08406645712033446
60,2149,22,1,54059,4,54059,11.806623458862305,118.14915466308594,11.577803611755371,47617,5200,1036,206,26624,27435,25874,28185,1196,402,37.8924046260339,0.788195908645577,0.08455616463754029
61,2149,20,1,54208,4,54208,11.762786865234375,119.87226104736328,11.552024841308594,47831,5133,1047,197,26679,27529,25921,28287,1245,413,38.06270041514223,0.7780403075149512,0.08545396175241765
62,2149,21,1,53882,4,53882,11.727718353271484,118.88941955566406,11.592813491821289,47547,5096,1038,201,26538,27344,25809,28073,1216,416,37.83670039595174,0.7724319904726654,0.0847194004766089
63,2149,21,1,54010,4,54010,11.631681442260742,119.95084381103516,11.440742492675781,47634,5171,1022,183,26539,27471,25915,28095,1207,400,37.90593279619671,0.7838002006935151,0.08341351376406002
64,2149,22,1,53888,4,53888,11.582887649536133,119.45928955078125,11.43948745727539,47497,5185,1029,177,26555,27333,25770,28118,1191,406,37.796911660178765,0.785922266601407,0.08398483920080015
65,2149,23,1,54002,4,54002,11.537569046020508,119.74481964111328,11.484536170959473,47592,5197,1028,185,26592,27410,25862,28140,1196,427,37.872510258147415,0.787741180236743,0.08390322128126584
66,2149,21,1,53979,4,53979,11.486745834350586,119.5530014038086,11.442349433898926,47566,5196,1046,171,26531,27448,25816,28163,1192,429,37.851820115545465,0.787589604100465,0.08537234383288335
67,2149,22,1,53967,4,53967,11.413663864135742,119.52465057373047,11.463489532470703,47554,5196,1031,186,26616,27351,25877,28090,1164,428,37.84227081895995,0.787589604100465,0.08414807503986876
68,2149,22,1,54026,4,54026,11.347267150878906,119.7583999633789,11.480844497680664,47582,5201,1060,183,26658,27368,25776,28250,1160,426,37.864552510992816,0.7883474847818549,0.08651499470636362
69,2149,22,1,54131,4,54131,11.281800270080566,119.20539855957031,11.424067497253418,47634,5272,1046,179,26573,27558,25937,28194,1159,433,37.90593279619671,0.7991093904575927,0.08537234383288335
70,2149,22,1,53932,4,53932,11.235910415649414,119.66100311279297,11.496780395507812,47477,5201,1090,164,26572,27360,25741,28191,1107,433,37.780996165869574,0.7883474847818549,0.08896353229239277
71,2149,22,1,53796,4,53796,11.179780006408691,119.91128540039062,11.450007438659668,47253,5313,1083,147,26511,27285,25716,28080,1123,457,37.60274262960665,0.8053240120449905,0.08839220685565263
72,2149,23,1,53911,4,53911,11.104578971862793,119.60578155517578,11.403518676757812,47374,5321,1072,144,26584,27327,25742,28169,1105,466,37.699031370177245,0.8065366211352144,0.08749440974077528
73,2149,22,1,53985,4,53985,11.03873062133789,118.82427978515625,11.280156135559082,47387,5425,1043,130,26693,27292,25821,28164,1104,448,37.70937644147822,0.822300539308126,0.08512749007428043
74,2149,22,1,54043,4,54043,11.043938636779785,119.10768127441406,11.361739158630371,47442,5433,1037,131,26722,27321,25802,28241,1162,467,37.753144050828496,0.8235131483983499,0.08463778255707459
75,2149,21,1,54021,4,54021,10.996808052062988,119.19713592529297,11.236328125,47483,5419,993,126,26630,27391,25837,28184,1144,437,37.78577081416233,0.821391082490458,0.08104659409756516
76,2149,21,1,53883,4,53883,10.974926948547363,119.49114990234375,11.192305564880371,47456,5355,910,162,26630,27253,25760,28123,1127,438,37.76428489684493,0.8116902097686662,0.07427230677621782
77,2149,22,1,54009,4,54009,10.987909317016602,117.19915771484375,11.185556411743164,47705,5248,875,181,26662,27347,25767,28242,1160,435,37.962432800994335,0.7954715631869207,0.07141567959251714
78,2149,22,1,53886,4,53886,10.979406356811523,114.2898941040039,11.179078102111816,47704,5134,834,214,26610,27276,25815,28071,1143,429,37.96163702627887,0.7781918836512293,0.06806934489161062
79,2149,21,1,53776,4,53776,10.976613998413086,119.58285522460938,11.100229263305664,47666,5088,815,207,26569,27207,25659,28117,1188,432,37.93139758709142,0.7712193813824414,0.06651860442045882
80,2149,19,1,53819,4,53819,10.959050178527832,119.38168334960938,11.032644271850586,47749,5072,775,223,26521,27298,25729,28090,1183,429,37.99744688847455,0.7687941632019936,0.06325388763908661
81,2149,19,1,53917,4,53917,10.982587814331055,118.13893127441406,10.9821138381958,47753,5183,770,211,26540,27377,25852,28065,1176,425,38.00062998733639,0.785619114328851,0.06284579804141507
82,2149,18,1,53988,4,53988,10.99680233001709,116.94058227539062,10.943641662597656,47797,5255,720,216,26693,27295,25771,28217,1198,409,38.03564407481661,0.7965325961408667,0.058764902064699816
83,2149,20,1,53937,4,53937,11.022969245910645,119.10343170166016,10.971932411193848,47751,5258,701,227,26574,27363,25737,28200,1234,395,37.99903843790547,0.7969873245497007,0.057214161593548016
84,2149,18,1,53901,4,53901,11.014229774475098,119.83815002441406,10.918808937072754,47788,5208,680,225,26605,27296,25699,28202,1243,388,38.028482102377474,0.7894085177358009,0.055500185283327605
85,2149,21,1,53706,4,53706,11.056744575500488,119.86408233642578,11.008207321166992,47660,5156,649,241,26517,27189,25567,28139,1231,409,37.92662293879866,0.7815265586493452,0.05297002977776414
86,2149,19,1,53743,4,53743,11.039944648742676,119.10997772216797,10.964822769165039,47670,5202,614,257,26555,27188,25595,28148,1258,422,37.93458068595325,0.7884990609181329,0.05011340259406345
87,2149,17,1,53768,4,53768,10.97984790802002,119.8952407836914,10.741436958312988,47823,5087,623,235,26444,27324,25536,28232,1271,441,38.05633421741855,0.7710678052461635,0.0508479638698722
88,2149,14,1,53683,4,53683,11.084157943725586,116.02184295654297,10.839197158813477,47649,5104,712,218,26441,27242,25474,28209,1359,528,37.9178694169286,0.7736445995628893,0.05811195870842537
89,2149,18,1,53711,4,53711,11.070783615112305,119.39592742919922,10.676980018615723,47720,5088,707,196,26414,27297,25565,28146,1390,543,37.97436942172623,0.7712193813824414,0.05770386911075385
90,2149,16,1,53709,4,53709,11.112896919250488,119.75505828857422,10.642539024353027,47735,5093,695,186,26409,27300,25588,28121,1419,538,37.98630604245812,0.7719772620638314,0.05672445407634218
91,2149,17,1,53812,4,53812,11.147587776184082,117.80096435546875,10.61856460571289,47936,4999,689,188,26443,27369,25724,28088,1391,545,38.14625676026547,0.7577291052536999,0.05623474655913635
92,2149,18,1,53803,4,53803,11.172932624816895,116.49943542480469,10.53826904296875,48043,4900,687,173,26373,27430,25702,28101,1343,518,38.231404654819634,0.7427230677621782,0.05607151072006774
93,2149,16,1,53785,4,53785,11.257966995239258,115.67800903320312,10.605499267578125,48000,4911,700,174,26311,27474,25716,28069,1290,520,38.19718634205488,0.7443904052612362,0.05713254367401371
94,2149,18,1,53804,4,53804,11.32779312133789,114.79003143310547,10.617720603942871,47951,4950,729,174,26442,27362,25835,27969,1334,537,38.15819338099737,0.750301874576078,0.05949946334050856
95,2149,14,1,53958,4,53958,11.398478507995605,115.40596771240234,10.603620529174805,47950,5129,701,178,26516,27442,25848,28110,1324,518,38.157397606281904,0.7774340029698392,0.057214161593548016
96,2149,16,1,53867,4,53867,11.418923377990723,118.20265197753906,10.519901275634766,47874,5152,667,174,26500,27367,25836,28031,1318,486,38.09691872790699,0.7809202541042332,0.05443915232938164
97,2149,16,1,53983,4,53983,11.514545440673828,117.18627166748047,10.66658878326416,47906,5291,582,204,26613,27370,25916,28067,1378,428,38.12238351880169,0.8019893370468746,0.047501629168965685
98,2149,17,1,53880,4,53880,11.583646774291992,119.57189178466797,10.774009704589844,47746,5357,546,231,26583,27297,25880,28000,1328,372,37.99505956432817,0.8119933620412223,0.044563384065730696
99,2149,19,1,54051,4,54051,11.602139472961426,119.6493148803711,10.8014554977417,47942,5412,435,262,26673,27378,26030,28021,1290,274,38.15103140855823,0.820330049536512,0.0355037949974228
100,2149,21,1,54107,4,54107,11.691307067871094,119.79420471191406,11.062122344970703,47998,5379,419,311,26751,27356,26021,28086,1288,260,38.195594792623965,0.8153280370393382,0.03419790828487392
101,2149,21,1,53884,4,53884,11.675745964050293,118.74406433105469,10.934056282043457,47878,5299,404,303,26628,27256,25832,28052,1247,249,38.10010182676882,0.8032019461370985,0.032973639491859344
102,2149,20,1,53870,4,53870,11.696709632873535,119.78653717041016,11.016341209411621,47978,5183,400,309,26646,27224,25844,28026,1249,266,38.179679298314774,0.785619114328851,0.03264716781372212
103,2149,21,1,53993,4,53993,11.687180519104004,119.7394027709961,10.949849128723145,48263,5029,402,299,26755,27238,25921,28072,1252,261,38.406475092220724,0.7622763893420397,0.03281040365279073
104,2149,21,1,53881,4,53881,11.708976745605469,119.7798080444336,10.979867935180664,48213,4931,441,296,26774,27107,25813,28068,1275,276,38.36668635644775,0.7474219279867962,0.035993502514628635
105,2149,19,1,53896,4,53896,11.71241283416748,119.91000366210938,10.974239349365234,48275,4888,432,301,26656,27240,25935,27961,1268,283,38.416024388806235,0.7409041541268423,0.03525894123881989
106,2149,20,1,53894,4,53894,11.712900161743164,119.92650604248047,11.046411514282227,48318,4839,415,322,26803,27091,25889,28005,1246,301,38.45024270157099,0.7334769234492206,0.0338714366067367
107,2149,20,1,53889,4,53889,11.667531967163086,119.9808120727539,10.91679573059082,48290,4848,439,312,26926,26963,25864,28025,1216,307,38.42796100953813,0.7348411086757225,0.035830266675560024
108,2149,18,1,53890,4,53890,11.633999824523926,119.92826843261719,10.903998374938965,48366,4765,454,305,26858,27032,26031,27859,1159,317,38.488439887913046,0.7222602893646489,0.0370545354685746
109,2149,19,1,53983,4,53983,11.62723445892334,120.00736999511719,10.86638069152832,48374,4841,477,291,26963,27020,25977,28006,1155,325,38.494806085636725,0.7337800757217765,0.038931747617863624
110,2149,18,1,53891,4,53891,11.55972957611084,119.71722412109375,10.798669815063477,48359,4767,475,290,26898,26993,25888,28003,1124,316,38.48286946490483,0.7225634416372049,0.03876851177879502
111,2149,17,1,53703,4,53703,11.509927749633789,116.96723175048828,10.81088638305664,48225,4716,472,290,26814,26889,25834,27869,1098,322,38.37623565303326,0.7148330586870271,0.0385236580201921
112,2488,21,1,55097,4,55097,9.900381088256836,119.3329849243164,10.347691535949707,49607,4714,638,138,27614,27483,28556,26541,1252,195,39.47599630979826,0.7145299064144711,0.05207223266288678
113,2488,23,1,55177,4,55177,9.890039443969727,118.3170394897461,10.349512100219727,49728,4677,632,140,27650,27527,28592,26585,1249,194,39.572285050368855,0.7089215893721853,0.05158252514568095
114,2488,23,1,54979,4,54979,9.91744613647461,117.91487884521484,10.380295753479004,49522,4727,586,144,27522,27457,28408,26571,1254,189,39.408355458984204,0.7165003961860851,0.04782810084710291
115,2488,22,1,55244,4,55244,9.893096923828125,117.52320098876953,10.306055068969727,49787,4688,619,150,27602,27642,28554,26690,1271,180,39.61923575858096,0.7105889268712432,0.05052149219173498
116,2488,22,1,55104,4,55104,9.89917278289795,117.2316665649414,10.335920333862305,49690,4633,631,150,27626,27478,28584,26520,1224,167,39.54204561118139,0.7022522393759535,0.05150090722614664
117,2488,23,1,55055,4,55055,9.906307220458984,117.02604675292969,10.303998947143555,49643,4654,606,152,27626,27429,28529,26526,1199,170,39.504644199554804,0.7054353382377914,0.04946045923778901
118,2488,23,1,55081,4,55081,9.917509078979492,116.85668182373047,10.28349494934082,49646,4689,598,148,27579,27502,28450,26631,1221,160,39.50703152370118,0.7107405030075212,0.048807515881514565
119,2488,23,1,55123,4,55123,9.955012321472168,116.78300476074219,10.394018173217773,49679,4668,614,162,27687,27436,28555,26568,1235,165,39.53329208931134,0.7075574041456834,0.05011340259406345
120,2488,21,1,55180,4,55180,9.954052925109863,116.72624969482422,10.31413459777832,49725,4705,595,155,27679,27501,28618,26562,1234,168,39.56989772622248,0.7131657211879692,0.04856266212291165
121,2488,21,1,55134,4,55134,9.973312377929688,116.7273178100586,10.397754669189453,49681,4686,607,160,27664,27470,28531,26603,1275,176,39.53488363874226,0.7102857745986872,0.04954207715732332
122,2488,21,1,55063,4,55063,9.985904693603516,116.75253295898438,10.410489082336426,49641,4695,556,171,27618,27445,28498,26565,1325,182,39.503052650123884,0.7116499598251892,0.045379563261073744
123,2488,22,1,55086,4,55086,9.991639137268066,116.7873306274414,10.406248092651367,49651,4693,588,154,27663,27423,28436,26650,1342,179,39.511010397278476,0.7113468075526332,0.04799133668617152
124,2488,23,1,54998,4,54998,9.992486953735352,116.73821258544922,10.329419136047363,49546,4726,578,148,27561,27437,28489,26509,1350,169,39.427454052155234,0.716348820049807,0.047175157490828463
125,2488,23,1,55047,4,55047,10.00509262084961,116.73281860351562,10.359674453735352,49591,4717,597,142,27606,27441,28478,26569,1380,179,39.46326391435091,0.7149846348233051,0.04872589796198026
126,2488,22,1,55133,4,55133,9.995013236999512,116.77631378173828,10.35763168334961,49709,4693,579,152,27569,27564,28527,26606,1398,181,39.55716533077513,0.7113468075526332,0.047256775410362765
127,2488,23,1,55064,4,55064,10.010854721069336,116.74898529052734,10.401851654052734,49620,4714,574,156,27568,27496,28515,26549,1405,180,39.48634138109923,0.7145299064144711,0.04684868581269124
128,2488,23,1,55058,4,55058,9.996098518371582,116.74571990966797,10.301095962524414,49630,4713,569,146,27634,27424,28517,26541,1386,168,39.49429912825383,0.7143783302781931,0.04644059621501972
129,2488,23,1,54875,4,54875,10.020490646362305,116.7737808227539,10.373001098632812,49470,4672,586,147,27463,27412,28423,26452,1405,184,39.36697517378031,0.7081637086907953,0.04782810084710291
130,2488,23,1,55059,4,55059,10.037164688110352,116.75935363769531,10.414976119995117,49609,4715,583,152,27591,27468,28510,26549,1406,182,39.47758785922918,0.7146814825507491,0.04758324708849999
131,2488,23,1,54963,4,54963,10.02689266204834,116.73643493652344,10.350489616394043,49560,4681,579,143,27628,27335,28555,26408,1419,184,39.438594898171665,0.7095278939172972,0.047256775410362765
132,2488,21,1,55035,4,55035,10.04469108581543,116.76444244384766,10.382660865783691,49602,4713,568,152,27559,27476,28516,26519,1445,187,39.47201743622096,0.7143783302781931,0.04635897829548541
133,2488,22,1,55005,4,55005,10.086411476135254,116.76432037353516,10.432571411132812,49518,4761,579,147,27552,27453,28530,26475,1481,187,39.405172360122364,0.7216539848195369,0.047256775410362765
134,2488,21,1,54973,4,54973,10.081564903259277,116.7709732055664,10.394217491149902,49520,4745,558,150,27547,27426,28482,26491,1483,191,39.406763909553284,0.719228766639089,0.045542799100142355
135,2488,22,1,55098,4,55098,10.10866928100586,116.74835205078125,10.438002586364746,49548,4829,572,149,27532,27566,28628,26470,1477,186,39.429045601586154,0.7319611620864406,0.04668544997362263
136,2488,22,1,55036,4,55036,10.12602424621582,116.73350524902344,10.441092491149902,49460,4864,559,153,27552,27484,28456,26580,1483,195,39.35901742662572,0.7372663268561704,0.045624417019676664
137,2488,22,1,54941,4,54941,10.132414817810059,116.76099395751953,10.440634727478027,49362,4864,562,153,27532,27409,28392,26549,1480,197,39.281031504510686,0.7372663268561704,0.045869270778279576
138,2488,22,1,55093,4,55093,10.143007278442383,116.76114654541016,10.419913291931152,49449,4926,565,153,27537,27556,28531,26562,1526,193,39.350263904755664,0.7466640473054061,0.046114124536882496
139,2488,22,1,55052,4,55052,10.137191772460938,116.76167297363281,10.374267578125,49385,4968,551,148,27519,27533,28512,26540,1530,188,39.29933432296625,0.753030245029082,0.04497147366340222
140,2488,22,1,55027,4,55027,10.121784210205078,116.74395751953125,10.366181373596191,49332,4982,564,149,27590,27437,28555,26472,1554,198,39.257158263046904,0.7551523109369739,0.04603250661734819
141,2488,22,1,55043,4,55043,10.153278350830078,116.76241302490234,10.430665016174316,49282,5046,555,160,27644,27399,28528,26515,1554,203,39.21736952727393,0.7648531836587656,0.04529794534153944
142,2488,22,1,55031,4,55031,10.169485092163086,116.98916625976562,10.444028854370117,49204,5124,541,162,27590,27441,28503,26528,1575,213,39.15529909946809,0.7766761222884493,0.044155294468059166
