sample_id,scene,snr_db,channel,a_star,pred_joint,pred_task_only,pred_channel_rule,p_E,p_L,p_F,q_F,q_L,Q_E,Q_L,Q_F,B_L_sym
23,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9498671244235009,0.05013287557649955,0.0,0.0,0.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,1000.0
24,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9507572680853227,0.047922767921153436,0.0013199639935240438,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1000.0
25,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.947923064857343,0.05075697114913324,0.0013199639935240438,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1250.0
26,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9525524767795048,0.043893742668817286,0.003553780551678217,0.0,0.0,0.888888888888889,0.888888888888889,0.888888888888889,1250.0
27,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9639869170087529,0.034693118997723246,0.0013199639935240438,0.0,0.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,1250.0
28,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9611233235765957,0.03887667642340432,0.0,0.0,0.0,0.8749999999999999,0.8749999999999999,0.8749999999999999,1250.0
29,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9430353796284203,0.05520076245937813,0.0017638579122014905,0.0,0.0,0.7741935483870968,0.7741935483870968,0.7741935483870968,1250.0
30,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9570583672121586,0.04294163278784162,0.0,0.0,0.0,0.9090909090909092,0.9090909090909092,0.9090909090909092,1250.0
31,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9504794913498661,0.04952050865013399,0.0,0.0,0.0,0.8484848484848485,0.8484848484848485,0.8484848484848485,1250.0
32,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9471470163958289,0.04796264380935314,0.004890339794818177,0.0,0.0,0.823529411764706,0.823529411764706,0.823529411764706,1500.0
33,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9512043906200026,0.04390526958517938,0.004890339794818177,0.0,0.0,0.9411764705882352,0.9411764705882352,0.9411764705882352,1500.0
34,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9492563977670829,0.045853262438098924,0.004890339794818177,0.0,0.0,0.8484848484848484,0.8484848484848484,0.8484848484848484,1250.0
35,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9438810037580242,0.051228656447157676,0.004890339794818177,0.0,0.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,1250.0
36,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9425090349416223,0.05260062526355976,0.004890339794818177,0.0,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,1500.0
37,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9369704552198891,0.0581392049852928,0.004890339794818177,0.0,0.0,0.8444444444444444,0.8444444444444444,0.8444444444444444,1500.0
38,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9370606069246894,0.0580490532804925,0.004890339794818177,0.0,0.0,0.8372093023255813,0.8372093023255813,0.8372093023255813,1750.0
39,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9362459404338145,0.05709986185916585,0.0066541977070196665,0.0,0.0,0.8095238095238095,0.8095238095238095,0.8095238095238095,2000.0
40,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9371256117184791,0.055789364011374104,0.007085024270147012,0.0,0.0,0.8260869565217392,0.8260869565217392,0.8260869565217392,2000.0
41,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9418379144924326,0.052840919149622065,0.005321166357945523,0.0,0.0,0.8400000000000001,0.8400000000000001,0.8400000000000001,2000.0
42,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9496884290276012,0.04718508908978227,0.0031264818826166863,0.0,0.0,0.8,0.8,0.8,2000.0
43,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.947691757631445,0.04748873147493613,0.004819510893618804,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2000.0
44,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9556004795390395,0.04134386747954302,0.0030556529814173127,0.0,0.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,2000.0
45,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9490097737382641,0.04962760229132077,0.0013626239704151958,0.0,0.0,0.923076923076923,0.923076923076923,0.923076923076923,2250.0
46,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9498001491311091,0.04633722689847576,0.0038626239704151956,0.0,0.0,0.923076923076923,0.923076923076923,0.923076923076923,2000.0
47,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9437292568229632,0.052408119206621764,0.0038626239704151956,0.0,0.0,0.923076923076923,0.923076923076923,0.923076923076923,2000.0
48,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9271056452576302,0.06757397507263253,0.005320379669737438,0.0,0.0,0.923076923076923,0.923076923076923,0.923076923076923,2250.0
49,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9381479897540076,0.056130396634469,0.005721613611523734,0.0,0.0,0.8235294117647057,0.8235294117647057,0.8235294117647057,2250.0
50,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9408940929775482,0.054211608084726484,0.00489429893772557,0.0,0.0,0.8846153846153847,0.8846153846153847,0.8846153846153847,2250.0
51,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9440803470877657,0.050398872091892255,0.005520780820342256,0.0,0.0,0.8846153846153847,0.8846153846153847,0.8846153846153847,2000.0
52,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9407854368285412,0.05505640632153211,0.004158156849927061,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2000.0
53,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9443683213975389,0.0513937824899087,0.004237896112552706,0.0,0.0,0.84,0.84,0.84,2000.0
54,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9493338417814878,0.04620189915570618,0.004464259062806309,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2250.0
55,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9474419809231708,0.04809376001402311,0.004464259062806309,0.0,0.0,0.9019607843137256,0.9019607843137256,0.9019607843137256,2250.0
56,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9563534325480325,0.040946166301362705,0.0027004011506048175,0.0,0.0,0.8846153846153847,0.8846153846153847,0.8846153846153847,2500.0
57,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9498755637456953,0.04742403510370026,0.0027004011506048175,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2250.0
58,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.952102876370794,0.046960580390802927,0.0009365432384033273,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2000.0
59,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9537371745298253,0.043562424319570116,0.0027004011506048175,0.0,0.0,0.88,0.88,0.88,2250.0
60,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.950133874202818,0.04892958255877893,0.0009365432384033273,0.0,0.0,0.88,0.88,0.88,2250.0
61,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9500158458174792,0.04904761094411784,0.0009365432384033273,0.0,0.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,2000.0
62,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9501877921595622,0.046375664602034884,0.0034365432384033273,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2250.0
63,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9437934747002523,0.05350612414914301,0.0027004011506048175,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2250.0
64,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.947262379164022,0.04753721968537351,0.005200401150604817,0.0,0.0,0.88,0.88,0.88,2500.0
65,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9483888252559123,0.04891077359348321,0.0027004011506048175,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2250.0
66,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9467394978838929,0.050560100965502536,0.0027004011506048175,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2500.0
67,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9522989061413638,0.045000692708031684,0.0027004011506048175,0.0,0.0,0.88,0.88,0.88,2500.0
68,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9496098346561439,0.047689764193251605,0.0027004011506048175,0.0,0.0,0.88,0.88,0.88,2250.0
69,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9441140085529679,0.05318559029642758,0.0027004011506048175,0.0,0.0,0.88,0.88,0.88,2500.0
70,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9519860110995508,0.04531358774984486,0.0027004011506048175,0.0,0.0,0.84,0.84,0.84,2250.0
71,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9507794615638556,0.04402013728553972,0.005200401150604817,0.0,0.0,0.88,0.88,0.88,2500.0
72,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9540233603824011,0.04327623846699434,0.0027004011506048175,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2250.0
73,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9432214714679028,0.05584198529369419,0.0009365432384033273,0.0,0.0,0.88,0.88,0.88,2250.0
74,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9445041732793339,0.052795425570061505,0.0027004011506048175,0.0,0.0,0.88,0.88,0.88,2500.0
75,2021_08_20_21_48_35,0,awgn,E,E,E,L,0.9431592653454196,0.050534455931113574,0.006306278723467133,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2000.0
76,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9368188666523452,0.05798073219705036,0.005200401150604817,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2250.0
77,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.935667915566,0.06339554119559701,0.0009365432384033273,0.0,0.0,0.84,0.84,0.84,2500.0
78,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9351133266765396,0.06145013008505759,0.0034365432384033273,0.0,0.0,0.88,0.88,0.88,2250.0
79,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9306299319669329,0.06460128427154825,0.004768783761519244,0.0,0.0,0.8163265306122449,0.8163265306122449,0.8163265306122449,2250.0
80,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9363381089358732,0.05815696521480931,0.005504925849317753,0.0,0.0,0.8085106382978724,0.8085106382978724,0.8085106382978724,2500.0
81,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9390608101856762,0.057934263965006505,0.003004925849317753,0.0,0.0,0.7659574468085106,0.7659574468085106,0.7659574468085106,2250.0
82,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9408066912398979,0.05618838291078461,0.003004925849317753,0.0,0.0,0.8,0.8,0.8,2250.0
83,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.933228293652883,0.06376678049779955,0.003004925849317753,0.0,0.0,0.75,0.75,0.75,2000.0
84,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.938700831553436,0.0557942425972465,0.005504925849317753,0.0,0.0,0.782608695652174,0.782608695652174,0.782608695652174,2250.0
85,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9196198872358068,0.07561132900267453,0.004768783761519244,0.0,0.0,0.8163265306122449,0.8163265306122449,0.8163265306122449,2250.0
86,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9237713521847287,0.07145986405375226,0.004768783761519244,0.0,0.0,0.8085106382978724,0.8085106382978724,0.8085106382978724,2250.0
87,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9333008475354352,0.06119422661524748,0.005504925849317753,0.0,0.0,0.7555555555555554,0.7555555555555554,0.7555555555555554,2250.0
88,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9283527829930881,0.06864229115759449,0.003004925849317753,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2000.0
89,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9306024665291837,0.0615765931011596,0.007820940369657105,0.0,0.0,0.782608695652174,0.782608695652174,0.782608695652174,2000.0
90,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9268798080194155,0.06736763422184232,0.005752557758742678,0.0,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,2000.0
91,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.931233287502624,0.0630141547386339,0.005752557758742678,0.0,0.0,0.744186046511628,0.744186046511628,0.744186046511628,2000.0
92,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9311575187331933,0.06308992350806447,0.005752557758742678,0.0,0.0,0.8,0.8,0.8,2000.0
93,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.931325762454169,0.06542167978708874,0.003252557758742679,0.0,0.0,0.7441860465116279,0.7441860465116279,0.7441860465116279,2250.0
94,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9316328959369357,0.06261454630432227,0.005752557758742678,0.0,0.0,0.7555555555555556,0.7555555555555556,0.7555555555555556,2250.0
95,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9290670994392823,0.06768034280197538,0.003252557758742679,0.0,0.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,2000.0
96,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9342462140722132,0.06000122816904456,0.005752557758742678,0.0,0.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,2000.0
97,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9443258245211317,0.05035323510921158,0.005320940369657106,0.0,0.0,0.7317073170731707,0.7317073170731707,0.7317073170731707,2000.0
98,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.940885976385497,0.052151342065863256,0.006962681548639996,0.0,0.0,0.8095238095238095,0.8095238095238095,0.8095238095238095,2000.0
99,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.946625277685918,0.04671735629011339,0.006657366023968833,0.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,2500.0
100,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.937079732299646,0.05376290167638544,0.009157366023968832,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2500.0
101,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.941232467207582,0.05211016676844953,0.006657366023968833,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2500.0
102,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9389938348496059,0.05434879912642573,0.006657366023968833,0.0,0.0,0.8085106382978724,0.8085106382978724,0.8085106382978724,2000.0
103,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9372326083213056,0.053610025654725904,0.009157366023968832,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2250.0
104,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9395043780529694,0.05383825592306233,0.006657366023968833,0.0,0.0,0.8750000000000001,0.8750000000000001,0.8750000000000001,2500.0
105,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9465483156782254,0.046794318297806205,0.006657366023968833,0.0,0.0,0.8260869565217391,0.8260869565217391,0.8260869565217391,2000.0
106,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9363495861304895,0.0569930478455421,0.006657366023968833,0.0,0.0,0.8085106382978724,0.8085106382978724,0.8085106382978724,2000.0
107,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9373216821306782,0.056020951845353516,0.006657366023968833,0.0,0.0,0.851063829787234,0.851063829787234,0.851063829787234,2250.0
108,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9421731146349666,0.05116951934106516,0.006657366023968833,0.0,0.0,0.7272727272727274,0.7272727272727274,0.7272727272727274,2000.0
109,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9431772293891808,0.05016540458685092,0.006657366023968833,0.0,0.0,0.8444444444444443,0.8444444444444443,0.8444444444444443,2000.0
110,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9414239602068406,0.051918673769191195,0.006657366023968833,0.0,0.0,0.8372093023255813,0.8372093023255813,0.8372093023255813,2000.0
111,2021_08_20_21_48_35,0,awgn,E,E,L,L,0.9469006308050225,0.05009444334566027,0.003004925849317753,0.0,0.0,0.7272727272727272,0.7272727272727272,0.7272727272727272,2000.0
112,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9462503292492519,0.05292856674068352,0.0008211040100645022,0.0,0.0,0.8750000000000001,0.8750000000000001,0.8750000000000001,2250.0
113,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9418599563342686,0.05597362558109523,0.0021664180846362184,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2250.0
114,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9466810278997516,0.05249786809018392,0.0008211040100645022,0.0,0.0,0.8627450980392156,0.8627450980392156,0.8627450980392156,2500.0
115,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9387472428612667,0.05908633905409703,0.0021664180846362184,0.0,0.0,0.88,0.88,0.88,2250.0
116,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9450022968301266,0.05417659915980891,0.0008211040100645022,0.0,0.0,0.9361702127659576,0.9361702127659576,0.9361702127659576,1750.0
117,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9455805097507586,0.053598386239176815,0.0008211040100645022,0.0,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,1750.0
118,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9417292381890363,0.05744965780089924,0.0008211040100645022,0.0,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,1750.0
119,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9419712895395068,0.05720760645042855,0.0008211040100645022,0.0,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,1750.0
120,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9408946421052452,0.05693893981011843,0.0021664180846362184,0.0,0.0,0.9130434782608696,0.9130434782608696,0.9130434782608696,2000.0
121,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.946219752413901,0.05295914357603429,0.0008211040100645022,0.0,0.0,0.9130434782608696,0.9130434782608696,0.9130434782608696,2000.0
122,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9521752660798648,0.0470036299100704,0.0008211040100645022,0.0,0.0,0.9130434782608696,0.9130434782608696,0.9130434782608696,1750.0
123,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9460708526843598,0.05310804330557557,0.0008211040100645022,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1750.0
124,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9474609328263104,0.05171796316362515,0.0008211040100645022,0.0,0.0,0.8979591836734695,0.8979591836734695,0.8979591836734695,1750.0
125,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9441080548587831,0.05507084113115234,0.0008211040100645022,0.0,0.0,0.8979591836734695,0.8979591836734695,0.8979591836734695,1750.0
126,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9455086847725461,0.05232489714281763,0.0021664180846362184,0.0,0.0,0.875,0.875,0.875,2000.0
127,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9492738262630734,0.04990506972686189,0.0008211040100645022,0.0,0.0,0.9387755102040816,0.9387755102040816,0.9387755102040816,2000.0
128,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9496166264560355,0.04956226953389981,0.0008211040100645022,0.0,0.0,0.9387755102040816,0.9387755102040816,0.9387755102040816,2000.0
129,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9525338072065387,0.0466450887833966,0.0008211040100645022,0.0,0.0,0.8979591836734695,0.8979591836734695,0.8979591836734695,2000.0
130,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9466080548587832,0.052570841131152346,0.0008211040100645022,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1750.0
131,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9491777866635523,0.05000110932638308,0.0008211040100645022,0.0,0.0,0.8979591836734695,0.8979591836734695,0.8979591836734695,2000.0
132,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9500904084486099,0.049088487541325554,0.0008211040100645022,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2000.0
133,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9468309322885651,0.052347963701370404,0.0008211040100645022,0.0,0.0,0.875,0.875,0.875,2000.0
134,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9491645574401143,0.050014338549821194,0.0008211040100645022,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2000.0
135,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9470413320779982,0.05213756391193711,0.0008211040100645022,0.0,0.0,0.875,0.875,0.875,2000.0
136,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9499690656652546,0.04920983032468078,0.0008211040100645022,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2000.0
137,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9497600023886119,0.04807357952675185,0.0021664180846362184,0.0,0.0,0.9361702127659576,0.9361702127659576,0.9361702127659576,2000.0
138,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9496113400557235,0.04956755593421194,0.0008211040100645022,0.0,0.0,0.9361702127659576,0.9361702127659576,0.9361702127659576,2000.0
139,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9489768562258538,0.04885672568950979,0.0021664180846362184,0.0,0.0,0.9361702127659576,0.9361702127659576,0.9361702127659576,2000.0
140,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9520574592651669,0.04577612265019665,0.0021664180846362184,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2000.0
141,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9504493111178293,0.04738427079753427,0.0021664180846362184,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2000.0
142,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9513848331580216,0.047794062831913814,0.0008211040100645022,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2000.0
143,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9534640335791552,0.045714862410780405,0.0008211040100645022,0.0,0.0,0.8936170212765957,0.8936170212765957,0.8936170212765957,2000.0
144,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9519990812173984,0.04583450069796534,0.0021664180846362184,0.0,0.0,0.8936170212765958,0.8936170212765958,0.8936170212765958,2000.0
145,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9542425587675528,0.04493633722238265,0.0008211040100645022,0.0,0.0,0.8510638297872339,0.8510638297872339,0.8510638297872339,2250.0
146,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9496468537176886,0.04684141412310337,0.0035117321592079355,0.0,0.0,0.8695652173913044,0.8695652173913044,0.8695652173913044,2000.0
147,2021_08_21_17_30_41,0,awgn,E,E,L,L,0.9500379740403817,0.047795607874981993,0.0021664180846362184,0.0,0.0,0.8695652173913044,0.8695652173913044,0.8695652173913044,2250.0
